umap_1,umap_2,age,cell_type,Picalm,Adam10,App,Sorl1,Psen1
5.266541,21.55382,12w,SMC,0.0,0.0,1.0,1.0,0.0
2.6466694,7.7067194,12w,Cycling,2.0,0.0,1.0,1.0,0.0
-4.9970336,15.307741,12w,Colonocyte,1.0,0.0,8.0,1.0,1.0
-6.8200006,11.157851,12w,Goblet,2.0,0.0,6.0,1.0,2.0
-2.6273746,13.310472,12w,Colonocyte,1.0,1.0,2.0,0.0,1.0
9.679987,15.330632,12w,Lymphatic,5.0,2.0,2.0,0.0,0.0
-0.9452561,15.895204,12w,TA,1.0,0.0,0.0,0.0,0.0
-7.3244724,8.111204,12w,TA,1.0,0.0,0.0,0.0,0.0
5.4705777,13.878488,12w,Fibroblast,1.0,1.0,2.0,0.0,1.0
4.1826005,10.431835,12w,Cycling,2.0,1.0,1.0,0.0,0.0
4.4085026,20.842129,12w,SMC,0.0,0.0,1.0,1.0,0.0
3.1184862,-0.89276177,12w,Enteroendocrine,1.0,1.0,6.0,3.0,2.0
-1.0839777,13.401277,12w,Colonocyte,4.0,1.0,2.0,0.0,1.0
-7.887082,6.5415835,12w,TA,1.0,1.0,0.0,0.0,0.0
3.6909153,6.029196,12w,Cycling,0.0,1.0,0.0,0.0,0.0
-2.9878976,15.441662,12w,Colonocyte,2.0,0.0,1.0,1.0,0.0
-8.375398,4.240336,12w,TA,2.0,3.0,1.0,1.0,2.0
-2.877633,16.175976,12w,Colonocyte,3.0,1.0,5.0,1.0,2.0
9.444443,12.06445,12w,Macrophage,0.0,1.0,0.0,0.0,2.0
7.8572106,10.913601,12w,Macrophage,0.0,0.0,1.0,0.0,0.0
-1.580242,16.574541,12w,TA,1.0,1.0,1.0,1.0,1.0
4.7928095,20.654938,12w,SMC,1.0,1.0,1.0,0.0,0.0
-9.074206,6.395078,12w,TA,2.0,0.0,2.0,1.0,1.0
-1.0921359,-4.8630786,12w,Tuft,1.0,1.0,1.0,1.0,0.0
1.1084931,7.5387807,12w,Stem,3.0,3.0,1.0,1.0,3.0
9.888484,16.367916,12w,Lymphatic,0.0,1.0,7.0,1.0,2.0
-6.3915668,13.076325,12w,Goblet,2.0,0.0,9.0,0.0,0.0
-6.5802164,6.8145075,12w,TA,2.0,0.0,0.0,0.0,3.0
-9.264931,11.1862335,12w,TA,0.0,0.0,2.0,0.0,1.0
-5.756796,9.037338,12w,Cycling,2.0,2.0,0.0,1.0,1.0
0.05643378,14.067049,12w,TA,1.0,0.0,1.0,1.0,1.0
-2.977144,16.431427,12w,Colonocyte,1.0,1.0,3.0,0.0,0.0
1.0106684,8.40056,12w,TA,0.0,0.0,0.0,0.0,1.0
4.2319217,5.6763124,12w,Cycling,4.0,1.0,2.0,0.0,1.0
-1.9650251,7.41394,12w,B,4.0,0.0,0.0,4.0,2.0
-0.7240753,15.749851,12w,TA,0.0,2.0,2.0,0.0,2.0
10.76125,17.728382,12w,Lymphatic,0.0,0.0,0.0,0.0,1.0
-0.10659463,14.940904,12w,TA,1.0,1.0,1.0,0.0,0.0
-0.7914864,16.191717,12w,TA,6.0,0.0,3.0,2.0,0.0
0.29588658,-0.5681855,12w,Enteroendocrine,1.0,2.0,1.0,1.0,1.0
13.095664,11.14332,12w,Glia,0.0,0.0,1.0,0.0,0.0
-8.194621,4.0975747,12w,TA,0.0,1.0,0.0,0.0,0.0
-7.05763,6.064712,12w,TA,0.0,2.0,1.0,0.0,0.0
-3.9789522,19.685438,12w,T,7.0,3.0,9.0,1.0,4.0
-0.22835453,14.785824,12w,TA,1.0,0.0,0.0,0.0,0.0
4.319601,-1.3547735,12w,Enteroendocrine,1.0,0.0,5.0,1.0,0.0
-6.1025524,5.5888653,12w,TA,1.0,0.0,1.0,0.0,0.0
-8.381166,5.6863494,12w,TA,2.0,1.0,3.0,0.0,1.0
3.061546,15.003675,12w,SMC,3.0,0.0,2.0,4.0,4.0
-3.4190302,6.7537766,12w,TA,2.0,0.0,2.0,0.0,2.0
-8.050537,3.5813563,12w,TA,1.0,0.0,1.0,0.0,1.0
-8.462261,3.5726771,12w,TA,2.0,0.0,1.0,0.0,0.0
-5.139198,5.542926,12w,TA,0.0,3.0,1.0,4.0,1.0
0.8777587,11.899799,12w,Colonocyte,0.0,0.0,1.0,0.0,1.0
0.82358307,10.348559,12w,TA,1.0,0.0,0.0,0.0,1.0
-8.628557,7.6394906,12w,TA,0.0,0.0,5.0,1.0,3.0
4.3092656,9.224179,12w,Cycling,0.0,0.0,1.0,1.0,0.0
3.0255048,9.715704,12w,Cycling,2.0,4.0,5.0,2.0,3.0
-6.8024864,5.504118,12w,TA,1.0,0.0,1.0,0.0,0.0
1.9128878,8.969342,12w,TA,0.0,1.0,4.0,0.0,1.0
-7.5451384,4.884932,12w,TA,0.0,0.0,0.0,0.0,0.0
3.3136919,5.055665,12w,Stem,0.0,0.0,1.0,2.0,0.0
11.26586,19.083376,12w,Lymphatic,0.0,1.0,1.0,1.0,0.0
2.950961,6.4689875,12w,Cycling,3.0,0.0,0.0,0.0,0.0
3.177965,10.250699,12w,Cycling,1.0,0.0,0.0,0.0,0.0
-7.8048086,6.594799,12w,TA,1.0,0.0,2.0,1.0,0.0
8.467031,17.138454,12w,Lymphatic,6.0,0.0,7.0,1.0,2.0
4.5028024,14.82478,12w,Fibroblast,2.0,1.0,3.0,0.0,2.0
-3.7090778,7.090543,12w,TA,3.0,0.0,3.0,0.0,1.0
-1.071195,11.031269,12w,TA,2.0,0.0,1.0,2.0,4.0
-1.4848052,10.481708,12w,Colonocyte,5.0,4.0,5.0,1.0,3.0
4.776741,5.8673882,12w,Cycling,0.0,2.0,1.0,2.0,0.0
-0.7188541,12.022533,12w,Colonocyte,0.0,0.0,0.0,1.0,1.0
-8.973933,11.795888,12w,TA,2.0,1.0,6.0,2.0,2.0
7.903353,13.738095,12w,Macrophage,4.0,1.0,2.0,0.0,0.0
-5.3401327,4.932081,12w,TA,1.0,0.0,1.0,0.0,0.0
0.43899924,10.150834,12w,TA,1.0,0.0,2.0,1.0,1.0
11.400597,17.71998,12w,Lymphatic,2.0,2.0,2.0,0.0,2.0
2.7375922,15.521199,12w,Fibroblast,0.0,0.0,0.0,0.0,0.0
0.0970614,11.389383,12w,Colonocyte,0.0,0.0,1.0,1.0,1.0
-9.119646,11.435895,12w,TA,1.0,0.0,0.0,0.0,0.0
-4.066515,6.6504426,12w,TA,2.0,2.0,5.0,1.0,3.0
1.535212,11.250847,12w,Fibroblast,3.0,2.0,1.0,2.0,0.0
-1.2548856,-4.279527,12w,Tuft,2.0,1.0,1.0,0.0,2.0
-4.5419297,5.5795803,12w,TA,7.0,0.0,7.0,5.0,1.0
-8.771872,6.835781,12w,TA,0.0,0.0,3.0,0.0,1.0
0.7671537,7.6001396,12w,Stem,1.0,3.0,0.0,0.0,0.0
-8.492199,8.283545,12w,TA,2.0,0.0,3.0,0.0,2.0
-7.7816224,11.041956,12w,TA,5.0,0.0,4.0,1.0,3.0
-3.1076615,5.7878504,12w,TA,1.0,0.0,0.0,0.0,0.0
-4.610201,5.479228,12w,TA,0.0,0.0,0.0,0.0,0.0
4.5013623,19.421843,12w,SMC,1.0,0.0,2.0,1.0,0.0
-6.90117,11.514951,12w,TA,1.0,0.0,6.0,3.0,2.0
-8.709302,6.87797,12w,TA,0.0,1.0,1.0,2.0,1.0
-8.905288,9.898828,12w,TA,0.0,0.0,0.0,0.0,0.0
2.6303887,15.706258,12w,Fibroblast,1.0,0.0,0.0,0.0,0.0
2.2761755,7.805065,12w,TA,0.0,1.0,2.0,1.0,0.0
5.694865,7.3111215,12w,Cycling,2.0,0.0,2.0,0.0,0.0
9.944617,16.525629,12w,Lymphatic,0.0,1.0,1.0,0.0,0.0
-5.731962,21.902216,12w,T,0.0,0.0,2.0,0.0,1.0
-3.5596504,13.95405,12w,Colonocyte,11.0,4.0,4.0,0.0,2.0
7.9115734,12.007724,12w,Macrophage,2.0,0.0,5.0,0.0,0.0
4.3436522,7.97378,12w,Cycling,0.0,0.0,1.0,0.0,0.0
5.410077,5.485137,12w,Cycling,2.0,1.0,1.0,2.0,0.0
-0.67356765,7.709297,12w,TA,0.0,1.0,2.0,0.0,1.0
-1.7699375,13.019437,12w,Colonocyte,3.0,0.0,0.0,0.0,1.0
-2.7624688,24.503435,12w,Vascular,0.0,0.0,1.0,0.0,1.0
13.103167,12.369959,12w,Glia,1.0,2.0,3.0,0.0,3.0
-3.4864724,24.70103,12w,Vascular,1.0,1.0,4.0,1.0,1.0
0.4136345,9.151567,12w,TA,0.0,1.0,0.0,0.0,0.0
-3.2060907,24.636356,12w,Vascular,1.0,4.0,1.0,0.0,0.0
-5.1167765,6.9093256,12w,Cycling,1.0,2.0,0.0,1.0,0.0
-8.240935,12.0022955,12w,TA,1.0,0.0,1.0,0.0,0.0
5.5985384,14.059716,12w,Fibroblast,5.0,2.0,4.0,3.0,0.0
-7.0797634,6.284729,12w,TA,2.0,0.0,2.0,0.0,1.0
0.5671526,9.877321,12w,TA,2.0,2.0,1.0,0.0,0.0
-7.2444324,4.223971,12w,TA,0.0,0.0,3.0,0.0,0.0
-0.68002313,12.6051655,12w,Colonocyte,1.0,2.0,2.0,0.0,2.0
-2.2955282,7.153114,12w,TA,1.0,0.0,1.0,0.0,0.0
-1.503797,8.212216,12w,Fibroblast,6.0,0.0,5.0,1.0,4.0
-5.135564,8.456761,12w,Cycling,0.0,1.0,1.0,1.0,4.0
-7.3235674,4.2324743,12w,TA,0.0,0.0,1.0,0.0,0.0
-7.778526,3.6578383,12w,TA,2.0,3.0,0.0,0.0,0.0
-1.451347,14.532538,12w,Colonocyte,4.0,1.0,4.0,2.0,5.0
-2.0707228,25.935324,12w,Vascular,0.0,0.0,0.0,0.0,0.0
-7.595839,5.284561,12w,TA,0.0,1.0,1.0,0.0,0.0
-6.4536934,8.645563,12w,TA,5.0,2.0,5.0,2.0,2.0
8.855157,16.960024,12w,Lymphatic,2.0,0.0,6.0,1.0,2.0
-3.2922513,14.34695,12w,Colonocyte,1.0,1.0,1.0,0.0,0.0
5.0629797,13.952881,12w,Fibroblast,0.0,0.0,1.0,0.0,0.0
1.3613856,8.982436,12w,TA,0.0,0.0,0.0,0.0,1.0
-7.104171,12.083719,12w,TA,2.0,1.0,6.0,4.0,3.0
-9.208175,7.301098,12w,TA,1.0,0.0,1.0,1.0,0.0
2.7868688,4.5066404,12w,Stem,2.0,0.0,2.0,1.0,0.0
11.961291,7.86813,12w,Neuron,1.0,0.0,8.0,1.0,0.0
-6.820062,7.6005187,12w,TA,0.0,0.0,3.0,1.0,4.0
-8.902053,5.928069,12w,TA,0.0,0.0,1.0,1.0,0.0
-1.4202948,21.249851,12w,B,0.0,0.0,0.0,0.0,0.0
-2.5332336,6.598042,12w,TA,1.0,0.0,1.0,1.0,0.0
-6.6082363,10.494841,12w,Goblet,2.0,0.0,2.0,2.0,2.0
2.6709123,7.1075006,12w,Cycling,2.0,1.0,7.0,1.0,1.0
2.089229,3.69094,12w,Stem,3.0,0.0,0.0,1.0,1.0
-2.119919,19.77226,12w,B,0.0,0.0,3.0,1.0,1.0
0.53357,11.856739,12w,TA,1.0,0.0,4.0,0.0,1.0
-7.845224,6.282363,12w,TA,0.0,0.0,0.0,0.0,0.0
-7.8285193,4.685706,12w,TA,0.0,0.0,0.0,0.0,1.0
7.89923,11.081427,12w,Macrophage,0.0,2.0,2.0,1.0,0.0
11.579279,7.018481,12w,Neuron,1.0,2.0,4.0,1.0,0.0
-4.8774347,5.820225,12w,Cycling,6.0,4.0,7.0,2.0,2.0
-7.522969,6.170571,12w,TA,1.0,0.0,0.0,0.0,0.0
-7.849319,6.5725737,12w,TA,2.0,0.0,1.0,0.0,1.0
10.012395,16.022083,12w,Lymphatic,1.0,1.0,1.0,0.0,3.0
-1.6730591,11.879754,12w,Colonocyte,2.0,1.0,1.0,0.0,0.0
-6.6330986,5.6885104,12w,SMC,0.0,2.0,2.0,0.0,0.0
-4.4637556,20.978262,12w,T,2.0,4.0,2.0,4.0,0.0
1.7018955,17.054802,12w,Fibroblast,0.0,1.0,0.0,0.0,0.0
-7.221333,6.159207,12w,TA,0.0,0.0,1.0,0.0,0.0
-1.1465931,7.8063593,12w,Stem,2.0,1.0,5.0,2.0,2.0
13.27994,12.497439,12w,Glia,0.0,1.0,6.0,1.0,3.0
2.6700594,15.578196,12w,Fibroblast,0.0,0.0,0.0,0.0,0.0
-0.6070006,11.826501,12w,Goblet,0.0,3.0,4.0,1.0,0.0
-7.9031777,4.636886,12w,TA,0.0,1.0,0.0,0.0,0.0
0.8919629,4.0141735,12w,Stem,0.0,0.0,4.0,0.0,1.0
10.922851,19.182636,12w,Lymphatic,0.0,0.0,0.0,0.0,0.0
-1.8583183,26.384985,12w,Vascular,2.0,1.0,0.0,0.0,0.0
3.3771765,5.684106,12w,Cycling,0.0,1.0,0.0,0.0,0.0
3.153427,-1.4218488,12w,Enteroendocrine,1.0,0.0,2.0,1.0,0.0
2.6680057,5.6210995,12w,Cycling,1.0,0.0,4.0,1.0,0.0
-7.2089148,4.532302,12w,TA,1.0,1.0,1.0,0.0,0.0
-2.1914625,14.893612,12w,Colonocyte,0.0,0.0,1.0,0.0,0.0
-4.598464,6.148558,12w,TA,0.0,1.0,0.0,1.0,0.0
-4.6803374,5.305314,12w,TA,0.0,2.0,7.0,0.0,0.0
-4.3426604,8.6032095,12w,Cycling,0.0,2.0,2.0,0.0,0.0
-7.4031353,5.758375,12w,TA,0.0,0.0,0.0,0.0,0.0
5.5548496,15.857596,12w,Fibroblast,1.0,1.0,1.0,0.0,0.0
-2.8883355,26.099045,12w,Vascular,3.0,1.0,2.0,0.0,1.0
-1.1304991,15.383535,12w,Colonocyte,3.0,1.0,4.0,2.0,0.0
-0.31418362,8.742442,12w,TA,1.0,2.0,0.0,0.0,0.0
1.3825761,5.478792,12w,Stem,1.0,2.0,2.0,0.0,2.0
-5.2106013,7.326845,12w,TA,0.0,0.0,5.0,1.0,5.0
-5.0409822,4.601969,12w,TA,0.0,0.0,2.0,0.0,1.0
5.957272,16.526361,12w,Fibroblast,1.0,0.0,0.0,0.0,0.0
3.2895982,-1.7407081,12w,Enteroendocrine,0.0,0.0,0.0,1.0,1.0
3.981911,8.065782,12w,Cycling,2.0,0.0,5.0,1.0,1.0
-7.9728746,12.002068,12w,TA,1.0,0.0,1.0,0.0,0.0
-1.9166459,18.336937,12w,B,2.0,0.0,1.0,0.0,1.0
1.8745967,17.07981,12w,Fibroblast,1.0,0.0,0.0,1.0,0.0
-5.1871443,20.718523,12w,T,5.0,1.0,1.0,0.0,2.0
9.509684,16.487066,12w,Lymphatic,0.0,1.0,4.0,1.0,0.0
-1.4455913,8.264515,12w,TA,6.0,5.0,8.0,3.0,2.0
-4.728991,2.9127305,12w,TA,1.0,0.0,1.0,1.0,0.0
-0.512115,22.587809,12w,B,0.0,2.0,0.0,7.0,0.0
-8.5268755,12.556776,12w,TA,1.0,0.0,0.0,0.0,0.0
-9.021879,8.631478,12w,TA,2.0,1.0,3.0,0.0,0.0
-2.209003,5.041259,12w,TA,4.0,8.0,10.0,4.0,3.0
-5.421828,8.238846,12w,TA,1.0,1.0,2.0,0.0,0.0
-9.549153,11.486127,12w,TA,1.0,0.0,2.0,0.0,0.0
-3.6397889,24.880817,12w,Vascular,0.0,1.0,0.0,0.0,0.0
-7.2660155,5.307052,12w,TA,1.0,0.0,0.0,1.0,1.0
-6.528302,6.061622,12w,TA,0.0,0.0,1.0,0.0,0.0
-7.750822,4.350973,12w,TA,1.0,1.0,2.0,0.0,0.0
2.4679465,5.8375635,12w,Cycling,0.0,0.0,1.0,0.0,0.0
-3.4833713,5.861138,12w,TA,0.0,0.0,0.0,0.0,0.0
-7.3921447,6.622096,12w,TA,0.0,0.0,2.0,0.0,0.0
0.92841107,8.593806,12w,TA,1.0,0.0,1.0,0.0,2.0
-1.7625322,24.226734,12w,Vascular,1.0,3.0,4.0,0.0,3.0
6.885687,10.646248,12w,Macrophage,1.0,0.0,1.0,0.0,0.0
8.757695,12.032853,12w,Macrophage,1.0,0.0,0.0,0.0,0.0
-3.2358477,7.4362264,12w,TA,0.0,3.0,2.0,0.0,3.0
-6.561194,5.7584796,12w,TA,1.0,2.0,5.0,1.0,2.0
4.6449795,20.381678,12w,SMC,0.0,0.0,3.0,1.0,0.0
-3.4784281,14.8296995,12w,Colonocyte,2.0,1.0,4.0,2.0,1.0
-2.7051332,7.760342,12w,TA,1.0,0.0,1.0,0.0,2.0
-9.186593,5.1048737,12w,TA,0.0,1.0,3.0,0.0,0.0
1.2064497,3.6946156,12w,Stem,1.0,1.0,0.0,1.0,1.0
4.95926,17.940725,12w,SMC,3.0,0.0,0.0,2.0,1.0
-8.015312,5.0777507,12w,TA,0.0,1.0,0.0,0.0,0.0
-6.5026236,9.481634,12w,TA,2.0,3.0,1.0,1.0,0.0
4.508825,21.425999,12w,SMC,1.0,2.0,1.0,0.0,0.0
5.854809,19.364342,12w,SMC,1.0,3.0,4.0,2.0,3.0
-1.2509592,-1.687826,12w,Enteroendocrine,1.0,0.0,0.0,2.0,0.0
-9.590462,11.545479,12w,TA,2.0,1.0,1.0,2.0,0.0
5.1340923,19.713577,12w,SMC,1.0,1.0,3.0,0.0,0.0
-9.043197,7.8294277,12w,TA,2.0,2.0,7.0,0.0,1.0
10.745166,17.536133,12w,Lymphatic,0.0,0.0,4.0,0.0,0.0
14.965758,11.603295,12w,Glia,0.0,0.0,3.0,0.0,0.0
-8.443114,8.237428,12w,TA,2.0,0.0,3.0,1.0,1.0
0.62744194,-2.2329555,12w,Tuft,3.0,0.0,1.0,2.0,0.0
-0.12439828,8.796802,12w,TA,2.0,0.0,1.0,0.0,2.0
4.3795934,5.7099576,12w,Cycling,0.0,0.0,3.0,1.0,0.0
2.4514406,4.6681166,12w,Stem,0.0,0.0,3.0,0.0,0.0
0.010405098,12.985877,12w,Colonocyte,0.0,1.0,1.0,0.0,0.0
5.0794206,14.061223,12w,Fibroblast,4.0,2.0,0.0,0.0,1.0
-7.6889157,4.839881,12w,TA,0.0,0.0,0.0,0.0,0.0
-7.108999,5.1441994,12w,TA,0.0,1.0,1.0,0.0,1.0
-1.4888896,15.179852,12w,TA,1.0,1.0,1.0,1.0,3.0
-2.0827913,24.10923,12w,Vascular,7.0,2.0,6.0,2.0,6.0
-2.013542,15.611986,12w,Colonocyte,0.0,2.0,2.0,0.0,0.0
8.002618,11.627733,12w,Macrophage,1.0,0.0,1.0,2.0,1.0
3.4730744,-0.41912478,12w,Enteroendocrine,3.0,2.0,4.0,1.0,0.0
4.7577543,8.332617,12w,Cycling,1.0,0.0,2.0,0.0,1.0
5.244268,10.484191,12w,Cycling,0.0,1.0,0.0,0.0,0.0
-3.7168894,6.2844033,12w,TA,3.0,3.0,7.0,2.0,2.0
-7.8969407,5.9074163,12w,TA,1.0,0.0,0.0,0.0,0.0
-9.423152,6.111686,12w,TA,0.0,0.0,0.0,0.0,0.0
-5.975651,8.723297,12w,Cycling,2.0,1.0,2.0,1.0,2.0
-10.1143875,7.266582,12w,TA,0.0,0.0,3.0,1.0,1.0
-8.79363,3.5752544,12w,TA,0.0,0.0,2.0,2.0,0.0
-1.4802951,8.750047,12w,TA,2.0,3.0,7.0,2.0,4.0
10.772289,16.81619,12w,Lymphatic,0.0,3.0,3.0,1.0,1.0
-7.1018105,6.0294304,12w,TA,0.0,0.0,0.0,0.0,0.0
-8.734245,12.560895,12w,TA,1.0,1.0,0.0,0.0,0.0
-7.604477,6.0589614,12w,TA,2.0,0.0,0.0,0.0,0.0
-0.44735858,11.599453,12w,Colonocyte,2.0,3.0,3.0,0.0,2.0
-1.628162,20.84631,12w,B,0.0,1.0,1.0,0.0,0.0
-7.8012915,4.347579,12w,TA,0.0,0.0,3.0,0.0,1.0
3.5216324,6.123014,12w,Cycling,0.0,0.0,1.0,0.0,0.0
8.776699,12.236584,12w,Macrophage,2.0,0.0,0.0,0.0,3.0
6.0856915,18.544422,12w,SMC,1.0,0.0,2.0,0.0,1.0
-0.42087892,16.665821,12w,TA,0.0,1.0,2.0,2.0,0.0
-1.4304978,11.187538,12w,TA,5.0,0.0,3.0,1.0,0.0
2.3628764,4.569956,12w,Stem,0.0,0.0,1.0,0.0,0.0
-2.8697681,14.938559,12w,Colonocyte,1.0,0.0,1.0,0.0,0.0
5.9424086,7.771164,12w,Cycling,2.0,0.0,3.0,0.0,0.0
-2.532161,15.328827,12w,Colonocyte,2.0,1.0,4.0,0.0,2.0
-4.0491467,25.58427,12w,Vascular,2.0,1.0,1.0,0.0,0.0
0.6760037,10.54832,12w,TA,1.0,1.0,0.0,0.0,1.0
1.9677328,6.2411075,12w,Stem,0.0,0.0,1.0,3.0,0.0
5.483492,16.098682,12w,Fibroblast,3.0,3.0,0.0,0.0,1.0
-1.0661486,13.672514,12w,Colonocyte,1.0,1.0,2.0,0.0,1.0
-8.486134,10.851663,12w,TA,3.0,1.0,3.0,2.0,2.0
0.97097784,10.263838,12w,TA,2.0,2.0,1.0,0.0,0.0
-9.29714,7.5788445,12w,TA,0.0,3.0,2.0,0.0,1.0
-3.7886784,25.007555,12w,Vascular,0.0,0.0,0.0,0.0,0.0
-8.93749,4.491834,12w,TA,3.0,1.0,0.0,1.0,5.0
4.47304,13.630274,12w,Fibroblast,2.0,1.0,2.0,0.0,2.0
-9.392832,13.290924,12w,TA,1.0,2.0,3.0,1.0,1.0
8.132225,7.144465,12w,Neuron,0.0,0.0,0.0,0.0,0.0
9.822292,15.575075,12w,Lymphatic,1.0,0.0,1.0,0.0,1.0
3.028469,4.3671417,12w,Stem,2.0,1.0,1.0,4.0,1.0
-7.7477307,6.7345443,12w,TA,0.0,0.0,0.0,0.0,0.0
1.4880258,9.793989,12w,TA,0.0,0.0,0.0,0.0,0.0
0.32345322,10.178268,12w,TA,0.0,1.0,0.0,1.0,0.0
-2.4899564,5.88076,12w,TA,0.0,2.0,1.0,1.0,0.0
-3.3957095,14.425913,12w,Colonocyte,0.0,3.0,1.0,1.0,0.0
-8.928437,8.430701,12w,TA,2.0,1.0,0.0,0.0,3.0
8.712033,15.895054,12w,Lymphatic,2.0,0.0,3.0,1.0,3.0
2.2176597,4.767095,12w,Stem,6.0,0.0,1.0,0.0,0.0
-6.139816,8.817087,12w,TA,2.0,3.0,7.0,2.0,3.0
9.180712,15.507744,12w,Lymphatic,3.0,2.0,2.0,1.0,3.0
-2.784371,13.588042,12w,Colonocyte,1.0,2.0,1.0,0.0,2.0
-3.0154223,13.460644,12w,Colonocyte,0.0,0.0,0.0,1.0,2.0
-2.4267852,24.730309,12w,Vascular,0.0,0.0,1.0,0.0,2.0
2.8880587,4.1394143,12w,Stem,1.0,2.0,2.0,1.0,1.0
1.2072544,4.8066607,12w,Stem,1.0,1.0,2.0,0.0,3.0
-2.6035185,8.566116,12w,TA,3.0,0.0,4.0,0.0,2.0
-2.501227,14.21635,12w,Colonocyte,2.0,4.0,5.0,2.0,3.0
-7.5838704,4.051156,12w,TA,2.0,0.0,1.0,0.0,1.0
-8.344021,8.875506,12w,TA,0.0,2.0,0.0,0.0,0.0
8.160796,12.924405,12w,Macrophage,0.0,2.0,0.0,0.0,1.0
1.1398692,10.206289,12w,TA,0.0,0.0,0.0,1.0,0.0
-2.8576634,25.273996,12w,Vascular,1.0,1.0,1.0,0.0,0.0
-0.22640137,12.393906,12w,Colonocyte,6.0,2.0,1.0,2.0,2.0
-1.6058033,16.249199,12w,TA,0.0,0.0,4.0,0.0,0.0
-8.4707155,5.185169,12w,TA,1.0,0.0,0.0,1.0,0.0
-1.0856711,9.265442,12w,TA,1.0,1.0,1.0,0.0,2.0
-0.29801506,11.467128,12w,TA,2.0,2.0,1.0,0.0,0.0
0.7451437,0.5105001,12w,Enteroendocrine,2.0,0.0,3.0,0.0,2.0
-1.8491656,24.436464,12w,Vascular,7.0,0.0,2.0,0.0,1.0
-2.2730725,14.613902,12w,Colonocyte,3.0,2.0,7.0,2.0,1.0
-5.613353,7.271669,12w,TA,2.0,4.0,8.0,3.0,4.0
11.255655,18.954155,12w,Lymphatic,0.0,3.0,0.0,1.0,1.0
-7.273949,11.226477,12w,TA,1.0,1.0,2.0,0.0,2.0
4.803598,6.7251625,12w,Cycling,1.0,1.0,1.0,2.0,1.0
-1.4364336,14.829384,12w,Colonocyte,0.0,0.0,2.0,1.0,1.0
4.378391,19.675009,12w,SMC,0.0,0.0,0.0,1.0,1.0
-1.3183442,12.898843,12w,TA,0.0,1.0,3.0,0.0,0.0
2.905791,23.831423,12w,Mesothelial,0.0,0.0,1.0,0.0,0.0
-1.4840653,13.0117035,12w,Colonocyte,3.0,0.0,0.0,0.0,0.0
12.413637,5.862306,12w,Neuron,0.0,0.0,2.0,0.0,0.0
-7.2831745,11.536071,12w,TA,1.0,0.0,0.0,0.0,0.0
-9.12771,4.0075526,12w,TA,2.0,0.0,3.0,2.0,1.0
-0.7293239,16.255861,12w,TA,1.0,1.0,4.0,1.0,2.0
0.5165048,10.692829,12w,TA,0.0,1.0,1.0,1.0,1.0
2.4525054,16.366385,12w,Fibroblast,2.0,0.0,0.0,0.0,1.0
-2.0927227,19.95557,12w,B,3.0,1.0,1.0,1.0,0.0
0.004668332,14.510482,12w,Colonocyte,0.0,0.0,0.0,1.0,0.0
-1.4603629,10.126577,12w,TA,3.0,0.0,1.0,1.0,3.0
-7.8508587,7.5186644,12w,TA,2.0,1.0,1.0,0.0,0.0
-9.439293,8.20325,12w,TA,0.0,1.0,4.0,2.0,0.0
-0.10789425,9.247314,12w,TA,1.0,0.0,1.0,0.0,0.0
-3.3560045,6.718168,12w,TA,1.0,2.0,2.0,0.0,1.0
-9.228299,11.441833,12w,TA,0.0,1.0,7.0,0.0,2.0
4.527536,11.171028,12w,Cycling,3.0,2.0,0.0,0.0,1.0
2.6498168,5.8819137,12w,Cycling,2.0,0.0,2.0,0.0,0.0
-0.30896282,12.4145975,12w,Colonocyte,0.0,4.0,1.0,5.0,2.0
-2.3222735,5.849121,12w,TA,3.0,2.0,2.0,0.0,0.0
-3.999924,7.6470766,12w,TA,4.0,2.0,5.0,0.0,3.0
-5.314007,6.6266675,12w,Cycling,0.0,0.0,0.0,0.0,0.0
-3.3753016,15.022794,12w,Colonocyte,0.0,0.0,0.0,2.0,0.0
0.44169745,3.6156623,12w,Enteroendocrine,0.0,0.0,1.0,1.0,0.0
-0.08028004,11.001279,12w,TA,1.0,0.0,3.0,0.0,1.0
8.408999,17.174273,12w,Lymphatic,2.0,2.0,4.0,0.0,2.0
-9.666385,12.369502,12w,TA,1.0,3.0,7.0,0.0,1.0
4.063839,15.0431385,12w,Fibroblast,0.0,0.0,2.0,0.0,1.0
-9.338395,8.843206,12w,TA,0.0,1.0,1.0,0.0,0.0
1.4499403,7.2733874,12w,TA,2.0,1.0,2.0,0.0,0.0
-5.4733953,5.7448792,12w,TA,4.0,0.0,4.0,2.0,1.0
0.9175877,10.759419,12w,TA,1.0,1.0,5.0,0.0,2.0
1.8721455,8.367089,12w,TA,1.0,0.0,1.0,0.0,1.0
-7.408962,3.4990466,12w,TA,1.0,0.0,1.0,0.0,0.0
11.840387,11.157085,12w,Glia,2.0,0.0,2.0,1.0,0.0
-4.029614,5.809661,12w,TA,2.0,0.0,0.0,1.0,0.0
-8.294641,9.564733,12w,TA,0.0,0.0,0.0,0.0,0.0
-0.30806983,9.931175,12w,TA,1.0,2.0,4.0,2.0,2.0
-7.362583,5.309135,12w,TA,0.0,0.0,2.0,0.0,0.0
1.2939734,8.776285,12w,TA,0.0,1.0,4.0,1.0,1.0
-6.5561504,4.801382,12w,TA,3.0,2.0,10.0,0.0,3.0
-4.8458385,13.642003,12w,Goblet,3.0,2.0,8.0,1.0,3.0
