Gene,Annotation,Median_GSS,PCC
NKAP,Colon Tissue,0.0,0.0728891893199587
SOCS2,Colon Tissue,0.0,0.07287776248665438
RAB27B,Colon Tissue,0.0,0.07285775557009166
KSR1,Colon Tissue,0.0,0.07284020171555448
ACE,Colon Tissue,0.0,0.0728282892611623
CCT6B,Colon Tissue,0.0,0.07282472558185114
MID2,Colon Tissue,0.0,0.0728081516793748
MRPL49,Colon Tissue,0.0,0.07279471999970284
NEPRO,Colon Tissue,0.0,0.07276807311013926
DGCR2,Colon Tissue,0.0,0.07275060613424925
NAT9,Colon Tissue,0.0,0.0727347404003486
ARHGAP28,Colon Tissue,0.0,0.07270008824653483
TMEM214,Colon Tissue,0.0,0.07263449006623306
BCO2,Colon Tissue,0.0,0.07262605592743554
BIRC6,Colon Tissue,0.0,0.07261359485593964
DOK1,Colon Tissue,0.0,0.07257633488126952
SEC62,Colon Tissue,0.0,0.07254615437619157
CLDN15,Colon Tissue,0.0,0.07248664580094341
TXNDC11,Colon Tissue,0.0,0.07242172325520657
DEPDC7,Colon Tissue,0.0,0.07237845405390911
POP7,Colon Tissue,0.0,0.0723678359466059
EEF1D,Colon Tissue,0.0,0.07235940646248105
FARSB,Colon Tissue,0.0,0.07235797949972567
TMEM222,Colon Tissue,0.0,0.07235690697309725
UBE2G2,Colon Tissue,0.0,0.0723476863668929
RBM42,Colon Tissue,0.0,0.07233659341377256
HIVEP1,Colon Tissue,0.0,0.0723316589254977
PFDN4,Colon Tissue,0.0,0.07232090129151886
COA4,Colon Tissue,0.0,0.07230587440454396
UBFD1,Colon Tissue,0.0,0.07226973702019245
SMIM12,Colon Tissue,0.0,0.0722511624674037
S100Z,Colon Tissue,0.0,0.07223497280004708
YEATS4,Colon Tissue,0.0,0.07223395616769805
SLC5A4,Colon Tissue,0.0,0.07222402507450162
FBXO22,Colon Tissue,0.0,0.07216740159136384
UGGT1,Colon Tissue,0.0,0.07206525590796162
GRAMD4,Colon Tissue,0.0,0.07204329225778694
TMCO4,Colon Tissue,0.0,0.07201278175002648
AUH,Colon Tissue,0.0,0.07194141763413178
WDR82,Colon Tissue,0.0,0.07192752644223695
PJA2,Colon Tissue,0.0,0.07190962595935002
F2R,Colon Tissue,0.0,0.07185595633365588
MITD1,Colon Tissue,0.0,0.07185174863071506
MPND,Colon Tissue,0.0,0.071843884572247
HEXB,Colon Tissue,0.0,0.07182211624649679
GOSR1,Colon Tissue,0.0,0.07178582932433701
EXOC2,Colon Tissue,0.0,0.07177656000691125
ZCCHC2,Colon Tissue,0.0,0.07174798923933932
DCLRE1B,Colon Tissue,0.0,0.07173806671350556
ZNF410,Colon Tissue,0.0,0.0717032978587024
U2AF1L5,Colon Tissue,0.0,0.07166442299075007
ZNF821,Colon Tissue,0.0,0.07166058386703077
BLOC1S3,Colon Tissue,0.0,0.0716199936192903
KAZN,Colon Tissue,0.0,0.07160771474493137
TAF7,Colon Tissue,0.0,0.07159621945990707
ZWINT,Colon Tissue,0.0,0.0715881611244163
TAOK3,Colon Tissue,0.0,0.07154451099991001
NANOS3,Colon Tissue,0.0,0.07150620469929508
SLC39A3,Colon Tissue,0.0,0.07147777459625934
PCMT1,Colon Tissue,0.0,0.07147037981089473
PDS5A,Colon Tissue,0.0,0.07146874294182368
KHDC4,Colon Tissue,0.0,0.07146510702393997
TMEM125,Colon Tissue,0.0,0.07142450372899825
SLC18B1,Colon Tissue,0.0,0.07138149521360539
KHSRP,Colon Tissue,0.0,0.07136376698663298
FAM156B,Colon Tissue,0.0,0.07135591467602154
ZSWIM8,Colon Tissue,0.0,0.07132948748370325
RIPK1,Colon Tissue,0.0,0.07131372673905044
MTA3,Colon Tissue,0.0,0.07131020496576551
THRAP3,Colon Tissue,0.0,0.0712812397883009
UBE4B,Colon Tissue,0.0,0.07127331320561733
RAB3D,Colon Tissue,0.0,0.0712599005887232
MBTPS1,Colon Tissue,0.0,0.07125862164780958
ATG101,Colon Tissue,0.0,0.07121614500789968
IPO8,Colon Tissue,0.0,0.07116902144717643
TSNAX,Colon Tissue,0.0,0.07112531210330614
PLPP3,Colon Tissue,0.0,0.07112513986609977
KLRD1,Colon Tissue,0.0,0.07109803079046327
ICA1,Colon Tissue,0.0,0.07107487015314766
LMAN1L,Colon Tissue,0.0,0.07103599199733973
TMEM150B,Colon Tissue,0.0,0.07102014975940103
CSF2RB,Colon Tissue,0.0,0.07097350388357922
C1QBP,Colon Tissue,0.0,0.07095724047558137
CPNE1,Colon Tissue,0.0,0.0709374888311214
VPS13A,Colon Tissue,0.0,0.07093704189967934
MERTK,Colon Tissue,0.0,0.07092079501763075
MECOM,Colon Tissue,0.0,0.07090858127913396
MYNN,Colon Tissue,0.0,0.07088396126861105
SLC5A9,Colon Tissue,0.0,0.07087096843955978
SLC25A34,Colon Tissue,0.0,0.07084771155416346
RLF,Colon Tissue,0.0,0.07083627068143857
TNKS1BP1,Colon Tissue,0.0,0.07081090877385161
AIFM1,Colon Tissue,0.0,0.07069037409541389
SUSD1,Colon Tissue,0.0,0.07064593896833708
LSM5,Colon Tissue,0.0,0.07059717194422918
LRBA,Colon Tissue,0.0,0.07059574212084883
HEPACAM2,Colon Tissue,0.0,0.07053908759763444
THEM4,Colon Tissue,0.0,0.07052965587553434
ING5,Colon Tissue,0.0,0.0704663588697651
TANK,Colon Tissue,0.0,0.07044970787670865
MYL7,Colon Tissue,0.0,0.07043982750028187
PIGO,Colon Tissue,0.0,0.0704324126606417
EIF2S3,Colon Tissue,0.0,0.07034956871930144
SOCS4,Colon Tissue,0.0,0.07031553197172116
SLC7A9,Colon Tissue,0.0,0.07029706624287058
RBKS,Colon Tissue,0.0,0.070278349274557
SRSF6,Colon Tissue,0.0,0.070259176982476
RYK,Colon Tissue,0.0,0.07022338393598426
FBH1,Colon Tissue,0.0,0.07017911777751956
SAP18,Colon Tissue,0.0,0.07013524999304828
NTS,Colon Tissue,0.0,0.07012565821117253
MMP13,Colon Tissue,0.0,0.07007723744401377
CD53,Colon Tissue,0.0,0.07006945571728558
PLAAT3,Colon Tissue,0.0,0.07006443220968177
TBPL1,Colon Tissue,0.0,0.07005477215496363
EBNA1BP2,Colon Tissue,0.0,0.07005183080734596
TMEM79,Colon Tissue,0.0,0.07003816140376022
ARL5A,Colon Tissue,0.0,0.06998418416505177
MOV10,Colon Tissue,0.0,0.06992998535490091
ACOT9,Colon Tissue,0.0,0.06989841404855693
PSME2,Colon Tissue,0.0,0.06986882933433038
INTS8,Colon Tissue,0.0,0.06984877424817859
GPR17,Colon Tissue,0.0,0.06984838250373496
DHRS3,Colon Tissue,0.0,0.06984521578111165
MYZAP,Colon Tissue,0.0,0.06980532431020486
MEN1,Colon Tissue,0.0,0.06980117531516289
GMEB1,Colon Tissue,0.0,0.06979396932233017
SLCO4C1,Colon Tissue,0.0,0.06978444533712222
SEMA6A,Colon Tissue,0.0,0.06976401773216435
AP5M1,Colon Tissue,0.0,0.06974157530856415
DDAH1,Colon Tissue,0.0,0.069688915153167
PPARGC1A,Colon Tissue,0.0,0.06967355021894679
SRRM2,Colon Tissue,0.0,0.06967190112433494
ZC3H12A,Colon Tissue,0.0,0.06966894101010947
STYX,Colon Tissue,0.0,0.06962053310894403
CABIN1,Colon Tissue,0.0,0.06960985237026511
AMN,Colon Tissue,0.0,0.06955849851820689
SLC38A10,Colon Tissue,0.0,0.06952869732862
LMNB1,Colon Tissue,0.0,0.06951589843105269
ADORA2A,Colon Tissue,0.0,0.06949753939021623
CKS1B,Colon Tissue,0.0,0.06948227557975778
ALPK2,Colon Tissue,0.0,0.06946005967104464
HACD1,Colon Tissue,0.0,0.06945489510554116
MMP28,Colon Tissue,0.0,0.06945451523984116
PLOD1,Colon Tissue,0.0,0.06943662897978942
ERLEC1,Colon Tissue,0.0,0.06939488274560565
ITPRIP,Colon Tissue,0.0,0.069392689497004
C12orf42,Colon Tissue,0.0,0.06936545899699596
FLOT1,Colon Tissue,0.0,0.0693565019575585
PYY,Colon Tissue,0.0,0.06926637337990586
PRAF2,Colon Tissue,0.0,0.06923063428279001
DDX46,Colon Tissue,0.0,0.06915662342112293
SP1,Colon Tissue,0.0,0.06909206889589317
UTP3,Colon Tissue,0.0,0.06907555567568041
MAFB,Colon Tissue,0.0,0.06905521813791964
CREM,Colon Tissue,0.0,0.06904658991704465
EFCAB6,Colon Tissue,0.0,0.06900152910664858
TRAPPC5,Colon Tissue,0.0,0.06893650061827034
ABRAXAS1,Colon Tissue,0.0,0.06888630445804608
NDUFAF3,Colon Tissue,0.0,0.0688659858566461
DCAF1,Colon Tissue,0.0,0.06885394671174073
LPCAT4,Colon Tissue,0.0,0.06880286587734148
RNF170,Colon Tissue,0.0,0.06880150947200037
RFX6,Colon Tissue,0.0,0.06878338252710722
NUDC,Colon Tissue,0.0,0.06877551454791654
THNSL1,Colon Tissue,0.0,0.06876965903090929
SOCS6,Colon Tissue,0.0,0.06875999527487141
PIGG,Colon Tissue,0.0,0.06873384332965915
NGDN,Colon Tissue,0.0,0.06869842890402292
MPO,Colon Tissue,0.0,0.06869733987357506
HDHD2,Colon Tissue,0.0,0.06869003511394514
POLR2D,Colon Tissue,0.0,0.06866641501294288
ALS2CL,Colon Tissue,0.0,0.06862197310624232
AKAP8,Colon Tissue,0.0,0.06858774246337421
SNRNP35,Colon Tissue,0.0,0.06855080338526535
TCF7,Colon Tissue,0.0,0.06854191242755853
YTHDC2,Colon Tissue,0.0,0.06845294817371587
NCOA1,Colon Tissue,0.0,0.06842785770158051
BTBD2,Colon Tissue,0.0,0.06839587721866847
VMA21,Colon Tissue,0.0,0.0683908290015935
ZNF394,Colon Tissue,0.0,0.06835352183404707
CHFR,Colon Tissue,0.0,0.06829668940404657
SCAMP1,Colon Tissue,0.0,0.06829288681706061
GSG1,Colon Tissue,0.0,0.06828481000550135
GAREM1,Colon Tissue,0.0,0.0682549495005104
EIF2B5,Colon Tissue,0.0,0.06825476230218694
GMPPA,Colon Tissue,0.0,0.06822339785768261
TNIP3,Colon Tissue,0.0,0.06820890181464555
CLN5,Colon Tissue,0.0,0.0682056314926069
PTPRE,Colon Tissue,0.0,0.06819705423091875
TMEM251,Colon Tissue,0.0,0.06816554720009116
SF3B4,Colon Tissue,0.0,0.06802939936928692
ATP13A3,Colon Tissue,0.0,0.06800518256553827
SEC16A,Colon Tissue,0.0,0.06794678148300999
TLR3,Colon Tissue,0.0,0.0679035565179064
KCTD21,Colon Tissue,0.0,0.0678829840399362
CYB5D1,Colon Tissue,0.0,0.06785208884088453
MALT1,Colon Tissue,0.0,0.06784121910495867
TAPT1,Colon Tissue,0.0,0.06780467091961043
CAB39L,Colon Tissue,0.0,0.06779955942760595
ARL13B,Colon Tissue,0.0,0.06779588121225037
EMG1,Colon Tissue,0.0,0.06778932827307185
RANBP3,Colon Tissue,0.0,0.06767884119993861
UNC93B1,Colon Tissue,0.0,0.06766751932310049
SLC35D2,Colon Tissue,0.0,0.06765153683914842
PRDM2,Colon Tissue,0.0,0.06765046141552304
MAP3K1,Colon Tissue,0.0,0.06763026546881533
LIN54,Colon Tissue,0.0,0.0675985812712732
ADGRE5,Colon Tissue,0.0,0.067561579586368
SLC18A1,Colon Tissue,0.0,0.06755926668654545
FAS,Colon Tissue,0.0,0.06755905954142262
DRG1,Colon Tissue,0.0,0.06742733772642867
PCF11,Colon Tissue,0.0,0.06742338408538277
ABHD14B,Colon Tissue,0.0,0.06735450801480852
PDE6A,Colon Tissue,0.0,0.06730950848398863
DAXX,Colon Tissue,0.0,0.0672400500749601
HOXB6,Colon Tissue,0.0,0.06722842823103896
RASA1,Colon Tissue,0.0,0.06721594173934817
SLC10A3,Colon Tissue,0.0,0.06719511289526567
ECSIT,Colon Tissue,0.0,0.06719390196320403
SPACA1,Colon Tissue,0.0,0.06716289862838878
TBC1D12,Colon Tissue,0.0,0.06715468433329282
ZFAND2A,Colon Tissue,0.0,0.06715363532357098
CCNT1,Colon Tissue,0.0,0.06714272052847543
UBE2E2,Colon Tissue,0.0,0.06709408756519393
NPM3,Colon Tissue,0.0,0.06700326362521034
PTPN9,Colon Tissue,0.0,0.06700167793048166
CKLF,Colon Tissue,0.0,0.06700108918679518
ELF5,Colon Tissue,0.0,0.06698914696976921
COL1A2,Colon Tissue,0.0,0.06697808076515004
ANKRD34A,Colon Tissue,0.0,0.06697642193365276
PRR5,Colon Tissue,0.0,0.06696385511768811
RIOX2,Colon Tissue,0.0,0.06694904557901332
TATDN2,Colon Tissue,0.0,0.06692767588707514
FBXO38,Colon Tissue,0.0,0.06692532931227649
PKD1L3,Colon Tissue,0.0,0.06690525109904577
STRN,Colon Tissue,0.0,0.06690180377724297
FCER1G,Colon Tissue,0.0,0.06689351968984554
RFX4,Colon Tissue,0.0,0.06687397071742648
HSD17B8,Colon Tissue,0.0,0.06686899292738817
KCTD12,Colon Tissue,0.0,0.06682239997411787
DPF2,Colon Tissue,0.0,0.06675169486230417
ARL6IP5,Colon Tissue,0.0,0.06671109832472873
ELL,Colon Tissue,0.0,0.06664628728460761
AVPR2,Colon Tissue,0.0,0.06662713498781933
ALDH7A1,Colon Tissue,0.0,0.06660688566344734
ZFP36L1,Colon Tissue,0.0,0.06658185247849663
KRT12,Colon Tissue,0.0,0.06657100179265665
MCRS1,Colon Tissue,0.0,0.06655790841996825
TMEM102,Colon Tissue,0.0,0.06649571634554181
NPDC1,Colon Tissue,0.0,0.06649280338767093
CIRBP,Colon Tissue,0.0,0.0664923829837609
GCDH,Colon Tissue,0.0,0.06648987761011373
SUOX,Colon Tissue,0.0,0.066428195705766
CHKA,Colon Tissue,0.0,0.06636175178844818
ATXN3L,Colon Tissue,0.0,0.06634203230750335
TSN,Colon Tissue,0.0,0.06629252820394183
RBM14,Colon Tissue,0.0,0.06614424929719513
UBE2E1,Colon Tissue,0.0,0.06614047517451335
FAM193B,Colon Tissue,0.0,0.06611303788215647
STAM,Colon Tissue,0.0,0.06609818579410072
TRIM28,Colon Tissue,0.0,0.06609473236574873
AOAH,Colon Tissue,0.0,0.06598481998007022
TRAFD1,Colon Tissue,0.0,0.06598326060152374
PSPH,Colon Tissue,0.0,0.06590866970873105
ASH2L,Colon Tissue,0.0,0.0658947852785152
HDGF,Colon Tissue,0.0,0.06580014883824281
HOXA7,Colon Tissue,0.0,0.0657847555992079
ADI1,Colon Tissue,0.0,0.0657820753316668
BRWD3,Colon Tissue,0.0,0.06577875650399917
CWH43,Colon Tissue,0.0,0.06574022183968581
LARP1B,Colon Tissue,0.0,0.06572849960325751
USP21,Colon Tissue,0.0,0.06569091314832615
KIF3B,Colon Tissue,0.0,0.06568260695534305
DELE1,Colon Tissue,0.0,0.06567895204023648
SLC35A4,Colon Tissue,0.0,0.06565160856491957
PML,Colon Tissue,0.0,0.0656327983439433
ETS1,Colon Tissue,0.0,0.06560071145027062
EAF1,Colon Tissue,0.0,0.06557911456868377
RUNX3,Colon Tissue,0.0,0.06554338387101462
ACOT4,Colon Tissue,0.0,0.06551466008536429
PA2G4,Colon Tissue,0.0,0.06550741634567138
PLEKHM3,Colon Tissue,0.0,0.06549769497545535
DMRTA1,Colon Tissue,0.0,0.06549376934789737
DNASE1L2,Colon Tissue,0.0,0.06546828456681336
CDC14C,Colon Tissue,0.0,0.06546326710687932
DECR2,Colon Tissue,0.0,0.0654512149214989
MAP3K9,Colon Tissue,0.0,0.06543021089318674
POFUT2,Colon Tissue,0.0,0.06540678547258254
FLYWCH2,Colon Tissue,0.0,0.06537935831567156
SRPRA,Colon Tissue,0.0,0.0653080029648827
MAFK,Colon Tissue,0.0,0.06528690090475546
NME1,Colon Tissue,0.0,0.06526689575866283
UBASH3B,Colon Tissue,0.0,0.06525451627053756
ZCCHC17,Colon Tissue,0.0,0.06524350155171345
RTN4R,Colon Tissue,0.0,0.06523924872396675
SH3TC1,Colon Tissue,0.0,0.06519882952065595
TLN1,Colon Tissue,0.0,0.06517194500542974
YARS1,Colon Tissue,0.0,0.06514721698982892
PGM3,Colon Tissue,0.0,0.06512887384313279
C7orf26,Colon Tissue,0.0,0.06509977633567796
CBX1,Colon Tissue,0.0,0.06505301394951396
CADPS2,Colon Tissue,0.0,0.06504951278091901
SSR1,Colon Tissue,0.0,0.06501154516541405
LRAT,Colon Tissue,0.0,0.06499674109500624
ATG16L1,Colon Tissue,0.0,0.06497637761751175
FAHD2A,Colon Tissue,0.0,0.06495535611722025
REEP6,Colon Tissue,0.0,0.06495245074644285
EFEMP1,Colon Tissue,0.0,0.06492957394687968
CLEC5A,Colon Tissue,0.0,0.06491542618118198
ZNF18,Colon Tissue,0.0,0.06491342982867983
CYLD,Colon Tissue,0.0,0.06488694375439726
IRGQ,Colon Tissue,0.0,0.06488314091395993
NEK9,Colon Tissue,0.0,0.06484885181681677
LMNTD2,Colon Tissue,0.0,0.06483004686693389
CRTAM,Colon Tissue,0.0,0.06479873461195615
SRPRB,Colon Tissue,0.0,0.0647875747179866
PRDM7,Colon Tissue,0.0,0.06472265605419349
DNAJC24,Colon Tissue,0.0,0.06468363010514228
EDEM3,Colon Tissue,0.0,0.06467992403666692
PIM3,Colon Tissue,0.0,0.06467915773160292
MOSPD1,Colon Tissue,0.0,0.06467077756272643
DHX58,Colon Tissue,0.0,0.06465142201176514
NUPR1,Colon Tissue,1.748046875,0.06464062588233185
ROGDI,Colon Tissue,0.0,0.06463739666578674
C17orf75,Colon Tissue,0.0,0.06463691871046728
GPX2,Colon Tissue,0.0,0.06461067967294087
ARID5A,Colon Tissue,0.0,0.06460768317258382
ODF3B,Colon Tissue,0.0,0.0645914683845932
ATG5,Colon Tissue,0.0,0.06459080375837073
DEPDC5,Colon Tissue,0.0,0.06457472172533212
LNX2,Colon Tissue,0.0,0.06457425064409493
AKR1B1,Colon Tissue,0.0,0.06456429034480289
RNF215,Colon Tissue,0.0,0.06454423409388153
DAPP1,Colon Tissue,0.0,0.06454119933548867
ENOX2,Colon Tissue,0.0,0.06452547755465249
SEMA4F,Colon Tissue,0.0,0.06447963944287595
LAMC1,Colon Tissue,0.0,0.06446052240949365
ZBED9,Colon Tissue,0.0,0.06442514675894898
POLG,Colon Tissue,0.0,0.0644039159313911
THAP1,Colon Tissue,0.0,0.06439771688378554
GIPC3,Colon Tissue,0.0,0.06438746930706762
TM6SF1,Colon Tissue,0.0,0.06438672713442031
HSD17B13,Colon Tissue,0.0,0.06434525947987449
RANGRF,Colon Tissue,0.0,0.06434415538421885
IGFBP7,Colon Tissue,0.0,0.06426422500690579
DPM1,Colon Tissue,0.0,0.06422115297697698
NEUROD1,Colon Tissue,0.0,0.06419507760399
UFSP1,Colon Tissue,0.0,0.06417015269024973
GHRH,Colon Tissue,0.0,0.06414657339298346
VIRMA,Colon Tissue,0.0,0.06413597275495188
NIPAL1,Colon Tissue,0.0,0.06411493603223979
PLA2G2C,Colon Tissue,0.0,0.06411370944839832
POP5,Colon Tissue,0.0,0.064094448345893
SGPP1,Colon Tissue,0.0,0.06409199216854893
ZBTB6,Colon Tissue,0.0,0.0640625215534958
RNF14,Colon Tissue,0.0,0.06401280006267428
TSPAN17,Colon Tissue,0.0,0.06398387907013255
TUSC3,Colon Tissue,0.0,0.06398304048831327
PUM2,Colon Tissue,0.0,0.06397561201744034
GSTM3,Colon Tissue,0.0,0.06396514422583156
SCO2,Colon Tissue,0.0,0.06395705498667795
FLRT3,Colon Tissue,0.0,0.063931666512919
RRP36,Colon Tissue,0.0,0.063877421801097
TNKS,Colon Tissue,0.0,0.06387243815286538
UHMK1,Colon Tissue,0.0,0.06386950832125977
MRPL9,Colon Tissue,0.0,0.06384381639417178
KANSL1,Colon Tissue,0.0,0.0637857569208916
YAF2,Colon Tissue,0.0,0.06377129312803743
VEZF1,Colon Tissue,0.0,0.06373410167534901
EMD,Colon Tissue,0.0,0.06370869042997797
WLS,Colon Tissue,0.0,0.06370665292459576
RFC2,Colon Tissue,0.0,0.06368574891980107
NCK1,Colon Tissue,0.0,0.06365923675886942
NYAP1,Colon Tissue,0.0,0.06363315868335476
SMIM9,Colon Tissue,0.0,0.06362528513721248
GFOD1,Colon Tissue,0.0,0.06360520084637611
PIK3R2,Colon Tissue,0.0,0.0635719830823408
SLC38A8,Colon Tissue,0.0,0.06354977781482048
RRP7A,Colon Tissue,0.0,0.06351658805144511
ACLY,Colon Tissue,0.0,0.06350791635791246
VAMP5,Colon Tissue,0.0,0.06348739192120191
TMPRSS15,Colon Tissue,0.0,0.06346520228311157
POLDIP3,Colon Tissue,0.0,0.06345875005709856
TRAF3IP1,Colon Tissue,0.0,0.06345661422847947
PMVK,Colon Tissue,0.0,0.06344238818553599
LIMD1,Colon Tissue,0.0,0.06341679383104698
HIP1R,Colon Tissue,0.0,0.06341040312090412
RIPK4,Colon Tissue,0.0,0.06335708141678215
PPP1R1B,Colon Tissue,0.0,0.06334981283656393
BCDIN3D,Colon Tissue,0.0,0.06331756585829812
CYP4F22,Colon Tissue,0.0,0.06327382080913024
CD6,Colon Tissue,0.0,0.0632633525055902
YIF1B,Colon Tissue,0.0,0.06325918404107307
HERPUD2,Colon Tissue,0.0,0.06322863221113231
WDR33,Colon Tissue,0.0,0.06322453175709666
MBD6,Colon Tissue,0.0,0.06321996248613682
EXOSC3,Colon Tissue,0.0,0.06318714676889352
SIKE1,Colon Tissue,0.0,0.0631498449553231
TRIM6,Colon Tissue,0.0,0.0631418887058206
KIAA2026,Colon Tissue,0.0,0.06309489374345424
TRIM24,Colon Tissue,0.0,0.06308839955105552
DDX24,Colon Tissue,0.0,0.06306702937234614
ITGA11,Colon Tissue,0.0,0.06306688934218176
KIN,Colon Tissue,0.0,0.06296057548261319
MRTFA,Colon Tissue,0.0,0.06294066335061575
TUBD1,Colon Tissue,0.0,0.06292919042829234
ATG4A,Colon Tissue,0.0,0.06292176398003958
APLP2,Colon Tissue,0.0,0.06292160147152323
WDR41,Colon Tissue,0.0,0.06284868265476043
DNAJA3,Colon Tissue,0.0,0.0628189691337694
CERS2,Colon Tissue,0.0,0.0627606421076968
DOCK7,Colon Tissue,0.0,0.06275474844905582
PLBD1,Colon Tissue,0.0,0.06274472501166908
PCDHB7,Colon Tissue,0.0,0.06272821895106301
SNRPA1,Colon Tissue,0.0,0.06272582074290836
ZFP2,Colon Tissue,0.0,0.0627234965232932
MCTS1,Colon Tissue,0.0,0.06266172759317096
ACYP1,Colon Tissue,0.0,0.06264033548040827
RNF208,Colon Tissue,0.0,0.06263084795562691
RAPGEF1,Colon Tissue,0.0,0.06260525622068586
CHAMP1,Colon Tissue,0.0,0.06260308048080307
SH3KBP1,Colon Tissue,0.0,0.06257679206845408
TUBGCP4,Colon Tissue,0.0,0.0625458877649713
MACROD1,Colon Tissue,0.0,0.06244350674702879
C5orf22,Colon Tissue,0.0,0.062414104457433624
NT5C2,Colon Tissue,0.0,0.062384081924087634
LGALSL,Colon Tissue,0.0,0.06237675305223758
AP2B1,Colon Tissue,0.0,0.06237658165867889
WIF1,Colon Tissue,0.0,0.0623752562109445
OTC,Colon Tissue,0.0,0.0623470164115604
CDK5,Colon Tissue,0.0,0.06234176753243692
ZNF24,Colon Tissue,0.0,0.06233041253853981
FUNDC1,Colon Tissue,0.0,0.06232665735933499
SS18,Colon Tissue,0.0,0.06221958464770317
ABHD14A-ACY1,Colon Tissue,0.0,0.062202585382302694
TTBK2,Colon Tissue,0.0,0.062191346018453594
BIRC5,Colon Tissue,0.0,0.06216734374466328
L2HGDH,Colon Tissue,0.0,0.06216584510499323
NSMCE1,Colon Tissue,0.0,0.06215930953949016
PAXX,Colon Tissue,0.0,0.06214875478474535
EPRS1,Colon Tissue,0.0,0.06212760960880029
IRF8,Colon Tissue,0.0,0.06209345965958703
EDN1,Colon Tissue,0.0,0.0620833615417538
PHLPP1,Colon Tissue,0.0,0.062072099364197726
PTOV1,Colon Tissue,0.0,0.062063889254050965
ACOX3,Colon Tissue,0.0,0.06206002866725577
CNOT3,Colon Tissue,0.0,0.062047072285133
KLHL24,Colon Tissue,0.0,0.06200875536430251
PLEKHA5,Colon Tissue,0.0,0.061984501703235106
AGPS,Colon Tissue,0.0,0.06195445000925021
CYB561D2,Colon Tissue,0.0,0.06195359377161025
PLEKHG2,Colon Tissue,0.0,0.06194205414953875
GRM8,Colon Tissue,0.0,0.06193700787706872
IL17RA,Colon Tissue,0.0,0.06193605703747532
SEC23IP,Colon Tissue,0.0,0.0618928091516498
MEX3C,Colon Tissue,0.0,0.06188732361430921
FASLG,Colon Tissue,0.0,0.06187589719910082
GATA6,Colon Tissue,0.0,0.061874123021010016
CXXC1,Colon Tissue,0.0,0.06186168709379326
GCNT1,Colon Tissue,0.0,0.06180223375707288
DCAF13,Colon Tissue,0.0,0.0617791026620704
TRMT10B,Colon Tissue,0.0,0.06174695981725132
HIVEP3,Colon Tissue,0.0,0.061724395960923856
FAM174B,Colon Tissue,0.0,0.061704855481192505
DAAM1,Colon Tissue,0.0,0.061702162294051156
CPNE9,Colon Tissue,0.0,0.0616978604366602
CDC45,Colon Tissue,0.0,0.06159269799639887
UBE2S,Colon Tissue,0.0,0.06154390427788705
ACBD3,Colon Tissue,0.0,0.061517276933726626
HOXA9,Colon Tissue,0.0,0.06150657646036246
SLCO1C1,Colon Tissue,0.0,0.06149508496746777
OR3A1,Colon Tissue,0.0,0.061456374172451575
C16orf87,Colon Tissue,0.0,0.06143847563373541
TTF2,Colon Tissue,0.0,0.061418456571026195
CYB561A3,Colon Tissue,0.0,0.06141119905821518
KLHL35,Colon Tissue,0.0,0.061406486967712406
MYH1,Colon Tissue,0.0,0.06138690527141771
CELF6,Colon Tissue,0.0,0.061379284539787644
MBNL1,Colon Tissue,0.0,0.06134466890984383
CBSL,Colon Tissue,0.0,0.061310240740791534
LRRC19,Colon Tissue,0.0,0.061269442527017735
POLDIP2,Colon Tissue,0.0,0.06124208782335134
BOD1L2,Colon Tissue,0.0,0.06123293320682169
PARP6,Colon Tissue,0.0,0.06120022793977263
RWDD2B,Colon Tissue,0.0,0.061179738175734404
CLCA4,Colon Tissue,0.0,0.06117432160076442
NHP2,Colon Tissue,0.0,0.06113605358859526
ZP2,Colon Tissue,0.0,0.061109727338287075
GIMAP7,Colon Tissue,0.0,0.06108122414853243
PGRMC2,Colon Tissue,0.0,0.06105903126714455
LPL,Colon Tissue,0.0,0.06105685121912731
CDC26,Colon Tissue,0.0,0.06103243239246843
EIF2AK2,Colon Tissue,0.0,0.06099582005026165
TSC2,Colon Tissue,0.0,0.06097518318715411
ZSCAN21,Colon Tissue,0.0,0.0609612304947171
PHETA2,Colon Tissue,0.0,0.06095745213793159
POLR1C,Colon Tissue,0.0,0.06091949023141023
PDZD8,Colon Tissue,0.0,0.06089782297580107
XPO1,Colon Tissue,0.0,0.06089549993079356
EML3,Colon Tissue,0.0,0.060886821130479024
COL13A1,Colon Tissue,0.0,0.06088197486123937
TSEN34,Colon Tissue,0.0,0.06087431444379147
ABCG2,Colon Tissue,0.0,0.06086863868786013
TBC1D32,Colon Tissue,0.0,0.060859272366066836
RAET1E,Colon Tissue,0.0,0.060851561705294994
AQP12B,Colon Tissue,0.0,0.06084457417096034
SHTN1,Colon Tissue,0.0,0.060838187730752336
LY6G5B,Colon Tissue,0.0,0.06083311526186761
EXT2,Colon Tissue,0.0,0.06077752510908625
ATP6V0A1,Colon Tissue,0.0,0.06076429429573402
BIN3,Colon Tissue,0.0,0.060738943611262836
BIN1,Colon Tissue,0.0,0.060729201404112074
IGF2BP2,Colon Tissue,0.0,0.06066556575543568
ADAMTSL5,Colon Tissue,0.0,0.06065776592356355
ADAMTS13,Colon Tissue,0.0,0.06063797249316437
ENPP7,Colon Tissue,0.0,0.06063691284215386
PPARA,Colon Tissue,0.0,0.06062143343219807
ASAP1,Colon Tissue,0.0,0.060598955409040436
