Gene,Annotation,Median_GSS,PCC
NLK,Colon Tissue,0.0,-0.04174554537433227
NELL1,Colon Tissue,0.0,-0.041756449884031016
CPXM1,Colon Tissue,0.0,-0.04176349967437347
B3GNT7,Colon Tissue,0.0,-0.041797803442937
ZNF274,Colon Tissue,0.0,-0.041805551969569664
JMJD7,Colon Tissue,0.0,-0.04180636192366065
REPS1,Colon Tissue,0.0,-0.041820447103280846
OSBPL1A,Colon Tissue,0.0,-0.04185234835409362
SEMA5B,Colon Tissue,0.0,-0.04186187954285803
GPR151,Colon Tissue,0.0,-0.04187812795746599
MYOG,Colon Tissue,0.0,-0.041879160692319936
ZKSCAN4,Colon Tissue,0.0,-0.04192762189447787
IL33,Colon Tissue,0.0,-0.041939709905874256
ZC2HC1C,Colon Tissue,0.0,-0.041944325445420004
MAP1A,Colon Tissue,0.0,-0.04195145777552299
SLIT3,Colon Tissue,0.0,-0.04199409351793944
ZFPM1,Colon Tissue,0.0,-0.04199651614114252
PLPPR2,Colon Tissue,0.0,-0.04201679210504215
ERAL1,Colon Tissue,0.0,-0.0420319216119733
CEP131,Colon Tissue,0.0,-0.04204985488678344
SLC45A4,Colon Tissue,0.0,-0.04205572436977515
AIDA,Colon Tissue,0.0,-0.042056372070754376
METTL11B,Colon Tissue,0.0,-0.042069724222340635
SRRM3,Colon Tissue,0.0,-0.04208756532626652
TACR1,Colon Tissue,0.0,-0.042095048257359796
TMEM17,Colon Tissue,0.0,-0.04209763800356181
PRG4,Colon Tissue,0.0,-0.04211729566577959
JARID2,Colon Tissue,0.0,-0.04211763477404738
AFAP1,Colon Tissue,0.0,-0.04213401546196131
BZW2,Colon Tissue,0.0,-0.04213444270151415
LRRC3,Colon Tissue,0.0,-0.0421357056599887
SMAD5,Colon Tissue,0.0,-0.04214225683217592
PEAR1,Colon Tissue,0.0,-0.042176186732917766
FHL2,Colon Tissue,0.0,-0.042185174055772524
TERT,Colon Tissue,0.0,-0.04218753420529283
WDR31,Colon Tissue,0.0,-0.04224928937947228
NHLRC1,Colon Tissue,0.0,-0.04226096580917367
KLF7,Colon Tissue,0.0,-0.042261800745032475
AGO3,Colon Tissue,0.0,-0.04226958176184163
ZNF32,Colon Tissue,0.0,-0.04232168004705644
ALK,Colon Tissue,0.0,-0.04233854424038896
FKBP6,Colon Tissue,0.0,-0.04234415922214296
TCP11,Colon Tissue,0.0,-0.04235068957551945
DDX49,Colon Tissue,0.0,-0.042353314854696233
FGF2,Colon Tissue,0.0,-0.042356007900969515
GAR1,Colon Tissue,0.0,-0.04236753924194295
CAMSAP1,Colon Tissue,0.0,-0.042378440849073266
SRPK3,Colon Tissue,0.0,-0.04239850876804644
SHISA3,Colon Tissue,0.0,-0.04239936122809797
CDK17,Colon Tissue,0.0,-0.04240051905898219
SCAF4,Colon Tissue,0.0,-0.04246900511311692
SELENON,Colon Tissue,0.0,-0.04249299863516583
GLIS3,Colon Tissue,0.0,-0.042495647819539975
PALLD,Colon Tissue,0.0,-0.042520288250993965
CAMKK2,Colon Tissue,0.0,-0.042528903261120764
HSPB7,Colon Tissue,0.0,-0.04255369375150456
PAX7,Colon Tissue,0.0,-0.04257261163739226
TTC9,Colon Tissue,0.0,-0.04259760564998628
DENND4A,Colon Tissue,0.0,-0.04261028143874321
GDF5,Colon Tissue,0.0,-0.042614068582115694
IL17D,Colon Tissue,0.0,-0.042626587070971805
TRAIP,Colon Tissue,0.0,-0.04263472932494507
WNT9A,Colon Tissue,0.0,-0.04264165260172522
ATF7,Colon Tissue,0.0,-0.042660030679652176
TIMP2,Colon Tissue,0.0,-0.04266499985425249
THOC6,Colon Tissue,0.0,-0.04267432724630047
KCNC2,Colon Tissue,0.0,-0.04268987664980836
ZNF226,Colon Tissue,0.0,-0.042694557870301277
CABP5,Colon Tissue,0.0,-0.04270913767098889
CCL7,Colon Tissue,0.0,-0.04271436403283488
NOC4L,Colon Tissue,0.0,-0.04271640835427747
STX1B,Colon Tissue,0.0,-0.04275010917642545
NMT2,Colon Tissue,0.0,-0.0427539596390609
ADORA1,Colon Tissue,0.0,-0.04277387188940215
FKTN,Colon Tissue,0.0,-0.04278240430716569
GPER1,Colon Tissue,0.0,-0.042786304727202795
NLGN1,Colon Tissue,0.0,-0.0427950538586501
ZFPM2,Colon Tissue,0.0,-0.04279961815118432
ZNF750,Colon Tissue,0.0,-0.04282539736741745
ZFP30,Colon Tissue,0.0,-0.042871176966864766
IQSEC2,Colon Tissue,0.0,-0.04287952460759125
PGM2L1,Colon Tissue,0.0,-0.04288153093060943
MCHR1,Colon Tissue,0.0,-0.0428818119321075
TUBA1B,Colon Tissue,0.0,-0.042889484820704885
SHE,Colon Tissue,0.0,-0.042891624225812025
ARHGAP23,Colon Tissue,0.0,-0.0429001417930208
TRUB1,Colon Tissue,0.0,-0.04290618108950235
SDK2,Colon Tissue,0.0,-0.04292462624174745
AREL1,Colon Tissue,0.0,-0.042928393623086696
KIAA0895L,Colon Tissue,0.0,-0.04294233887604937
SSBP4,Colon Tissue,0.0,-0.042953864449504296
ERG,Colon Tissue,0.0,-0.04296941770474647
MOBP,Colon Tissue,0.0,-0.042974125149316963
SLC9A5,Colon Tissue,0.0,-0.042974760590482934
TMEM26,Colon Tissue,0.0,-0.04297766805341173
KCNA6,Colon Tissue,0.0,-0.043006657187100256
GNG3,Colon Tissue,0.0,-0.043023810060393415
GRIK3,Colon Tissue,0.0,-0.04302497247714808
RAI1,Colon Tissue,0.0,-0.043045235505585394
SERPINA6,Colon Tissue,0.0,-0.04306466020780324
MAFA,Colon Tissue,0.0,-0.04309672581883679
JADE2,Colon Tissue,0.0,-0.04315630841138584
CUX2,Colon Tissue,0.0,-0.043163498245246616
RAPGEF3,Colon Tissue,0.0,-0.04320097390421316
CCP110,Colon Tissue,0.0,-0.04322215097159182
KRT26,Colon Tissue,0.0,-0.043226760816321555
PROB1,Colon Tissue,0.0,-0.043248595600566854
GPR173,Colon Tissue,0.0,-0.043288341752569785
S100A4,Colon Tissue,0.0,-0.04329125181905243
ZFP64,Colon Tissue,0.0,-0.04330635472502094
OGDHL,Colon Tissue,0.0,-0.04330742911685877
GRWD1,Colon Tissue,0.0,-0.043310012543559685
TNNT1,Colon Tissue,0.0,-0.043328524860827916
AOX1,Colon Tissue,0.0,-0.043351524943868416
ACBD4,Colon Tissue,0.0,-0.04336143035303838
PPAN-P2RY11,Colon Tissue,0.0,-0.04336173830582726
TRIM3,Colon Tissue,0.0,-0.043367711985824994
N6AMT1,Colon Tissue,0.0,-0.04337666182963346
MIPOL1,Colon Tissue,0.0,-0.04337670748751572
AWAT1,Colon Tissue,0.0,-0.04342968999826481
CDC42EP1,Colon Tissue,0.0,-0.04346460142674539
HTR1A,Colon Tissue,0.0,-0.043475008728612964
HOXC5,Colon Tissue,0.0,-0.043478341509634665
CRELD1,Colon Tissue,0.0,-0.043513804229968436
DZIP1,Colon Tissue,0.0,-0.04352009759151365
SERPINI2,Colon Tissue,0.0,-0.04353019942228764
EXOSC8,Colon Tissue,0.0,-0.04354179906004962
CCDC103,Colon Tissue,0.0,-0.043562117320792085
CCNB2,Colon Tissue,0.0,-0.04356593394734859
CDON,Colon Tissue,0.0,-0.04364127089827898
TEX15,Colon Tissue,0.0,-0.043643050051941114
OTUD1,Colon Tissue,0.0,-0.04365189396472873
REEP1,Colon Tissue,0.0,-0.043682340373346985
SPATA13,Colon Tissue,0.0,-0.04368539864232239
GREB1L,Colon Tissue,0.0,-0.04368657525236461
TLE2,Colon Tissue,0.0,-0.04371321792428589
PUS1,Colon Tissue,0.0,-0.04371912831154464
KRT80,Colon Tissue,0.0,-0.04372850471219444
CLASRP,Colon Tissue,0.0,-0.043753137717433575
KRT16,Colon Tissue,0.0,-0.04380236264226563
CCDC92,Colon Tissue,0.0,-0.043819921068677624
ADPGK,Colon Tissue,0.0,-0.0438282992344825
INHBB,Colon Tissue,0.0,-0.04384324873534639
SLC24A2,Colon Tissue,0.0,-0.04385915514932629
IRAK1BP1,Colon Tissue,0.0,-0.04388644138791928
GALNT9,Colon Tissue,0.0,-0.04388804896549804
NAA25,Colon Tissue,0.0,-0.04388845628136814
PDGFRL,Colon Tissue,0.0,-0.043903883476586684
SMC3,Colon Tissue,0.0,-0.04392871089850718
IRX3,Colon Tissue,0.0,-0.04394018910537508
WFIKKN1,Colon Tissue,0.0,-0.04397216270707203
CNTN1,Colon Tissue,0.0,-0.043986159072774964
RBM43,Colon Tissue,0.0,-0.0440087063674196
TSEN15,Colon Tissue,0.0,-0.04401969341218038
KRTAP1-5,Colon Tissue,0.0,-0.04405855452766142
ZMYND8,Colon Tissue,0.0,-0.044078365640688885
RASSF9,Colon Tissue,0.0,-0.044098479624898
YIPF7,Colon Tissue,0.0,-0.044123336357207124
ARID2,Colon Tissue,0.0,-0.044178735559738884
EEF1AKMT4-ECE2,Colon Tissue,0.0,-0.044193134535488156
ALOX15,Colon Tissue,0.0,-0.0442127319705194
ABHD8,Colon Tissue,0.0,-0.04421432231546467
DCLK2,Colon Tissue,0.0,-0.04425921312067406
NUSAP1,Colon Tissue,0.0,-0.04428539144307272
MRPS30,Colon Tissue,0.0,-0.04429683195092882
SESN1,Colon Tissue,0.0,-0.04430831912136354
GPR149,Colon Tissue,0.0,-0.04432301256347428
PPP1R9B,Colon Tissue,0.0,-0.044348867797803754
ZBTB25,Colon Tissue,0.0,-0.04435606609080521
ONECUT2,Colon Tissue,0.0,-0.04438269141727077
ADAMTS4,Colon Tissue,0.0,-0.04438907540225498
MAPK8IP2,Colon Tissue,0.0,-0.04443053248000801
GLI2,Colon Tissue,0.0,-0.044448164815607705
IL4R,Colon Tissue,0.0,-0.044469138699708984
FASTKD2,Colon Tissue,0.0,-0.04447759014480269
CYP2U1,Colon Tissue,0.0,-0.044510072499973276
KCTD1,Colon Tissue,0.0,-0.04452030449437822
CORO6,Colon Tissue,0.0,-0.04453698681601988
METTL8,Colon Tissue,0.0,-0.04454095343606084
XIRP2,Colon Tissue,0.0,-0.04454874789766079
TBC1D19,Colon Tissue,0.0,-0.04455867794404042
TRPV2,Colon Tissue,0.0,-0.04468181436107736
TRHDE,Colon Tissue,0.0,-0.04468371050799454
SLC2A9,Colon Tissue,0.0,-0.044689838178221516
COL2A1,Colon Tissue,0.0,-0.04469177316563821
PDGFRB,Colon Tissue,0.0,-0.04469461373108766
SRARP,Colon Tissue,0.0,-0.04469574925500017
ST6GALNAC5,Colon Tissue,0.0,-0.044697673611205954
CDNF,Colon Tissue,0.0,-0.04470993025431562
RALYL,Colon Tissue,0.0,-0.04473852719446934
CYTL1,Colon Tissue,0.0,-0.044760896464286055
TMEM145,Colon Tissue,0.0,-0.04479136315930001
GMNC,Colon Tissue,0.0,-0.044794361007943755
NEK7,Colon Tissue,0.0,-0.044820425223764615
USP24,Colon Tissue,0.0,-0.044828960546339294
CC2D1A,Colon Tissue,0.0,-0.04483454238947323
ZNRF1,Colon Tissue,0.0,-0.0448619995144151
PHEX,Colon Tissue,0.0,-0.04486358435336112
PTCH2,Colon Tissue,0.0,-0.04487210141771406
MMACHC,Colon Tissue,0.0,-0.04487504349434352
MCM4,Colon Tissue,0.0,-0.044889742550304965
FAM237A,Colon Tissue,0.0,-0.04493824300426067
LRRC2,Colon Tissue,0.0,-0.044968313685979776
POGLUT1,Colon Tissue,0.0,-0.04497433018274593
ATP2B2,Colon Tissue,0.0,-0.044980470147622444
ARHGAP33,Colon Tissue,0.0,-0.04499130533266882
ADARB1,Colon Tissue,0.0,-0.04499319359012755
GEMIN5,Colon Tissue,0.0,-0.04499537121961946
CDK5RAP2,Colon Tissue,0.0,-0.04500646346228212
LARS1,Colon Tissue,0.0,-0.04504290081214022
NAT8L,Colon Tissue,0.0,-0.04507610547228364
SERTM2,Colon Tissue,0.0,-0.045091826428002336
RILPL2,Colon Tissue,0.0,-0.045099961079159215
RAD51B,Colon Tissue,0.0,-0.04511459498072269
TRDC,Colon Tissue,0.0,-0.045118348443549956
RCAN2,Colon Tissue,0.0,-0.04512640363065669
SH3BP5,Colon Tissue,0.0,-0.04512766792681511
SLC35B4,Colon Tissue,0.0,-0.04515139639745629
HDX,Colon Tissue,0.0,-0.04516209787098147
DAGLA,Colon Tissue,0.0,-0.045178709535920916
STN1,Colon Tissue,0.0,-0.045192552579963664
B4GAT1,Colon Tissue,0.0,-0.04522458568011776
EIF5A2,Colon Tissue,0.0,-0.045256533944887496
ATP1A2,Colon Tissue,0.0,-0.04528929791999903
ERI2,Colon Tissue,0.0,-0.045340608031734196
PLEKHH2,Colon Tissue,0.0,-0.04535335467536856
IQCN,Colon Tissue,0.0,-0.04535649238462119
CELSR2,Colon Tissue,0.0,-0.0454550665724078
NAALADL2,Colon Tissue,0.0,-0.045465219941491275
PLAT,Colon Tissue,0.0,-0.04546637722700615
UPK3A,Colon Tissue,0.0,-0.045466677065070266
SLC12A9,Colon Tissue,0.0,-0.045472311328646854
IL17RD,Colon Tissue,0.0,-0.045477006300510874
LHFPL4,Colon Tissue,0.0,-0.045501712632816764
MSANTD1,Colon Tissue,0.0,-0.04550399040172149
RSU1,Colon Tissue,0.0,-0.045505435341368534
FMO2,Colon Tissue,0.0,-0.0455299800012643
SLC35F1,Colon Tissue,0.0,-0.04554761979702763
FBXO17,Colon Tissue,0.0,-0.04554965617267239
GCG,Colon Tissue,0.0,-0.04556244305982061
SRRM4,Colon Tissue,0.0,-0.045580828184771806
WDR91,Colon Tissue,0.0,-0.0455838290834426
EPHB1,Colon Tissue,0.0,-0.04558848966711954
PAMR1,Colon Tissue,0.0,-0.04561672048138761
CD46,Colon Tissue,0.0,-0.04564399541145844
SMIM41,Colon Tissue,0.0,-0.045649180167746904
UGT1A1,Colon Tissue,0.0,-0.04566269117864034
TOP3B,Colon Tissue,0.0,-0.04566479702909025
SCAI,Colon Tissue,0.0,-0.04566832980433737
KRTAP8-1,Colon Tissue,0.0,-0.04566875204774356
UPF1,Colon Tissue,0.0,-0.04567816459850959
NCKIPSD,Colon Tissue,0.0,-0.04570010436146596
TCAF1,Colon Tissue,0.0,-0.045739984381759934
P4HA3,Colon Tissue,0.0,-0.04574490529998553
NTRK3,Colon Tissue,0.0,-0.045753066508179806
CHADL,Colon Tissue,0.0,-0.0458229229462108
WDPCP,Colon Tissue,0.0,-0.04584806681693626
STAB2,Colon Tissue,0.0,-0.04594461256062252
SMARCA1,Colon Tissue,0.0,-0.0459488630510802
ZCWPW1,Colon Tissue,0.0,-0.04598002326215544
SNX8,Colon Tissue,0.0,-0.045985925146562474
BBOX1,Colon Tissue,0.0,-0.04598753477633345
LRRC24,Colon Tissue,0.0,-0.046016051813957994
ETV6,Colon Tissue,0.0,-0.04602186088636915
FANCI,Colon Tissue,0.0,-0.04602781608941857
STX2,Colon Tissue,0.0,-0.04602886348314505
TUBGCP6,Colon Tissue,0.0,-0.04603077458260164
SLC38A7,Colon Tissue,0.0,-0.04604482401018979
LRRC7,Colon Tissue,0.0,-0.04605060417324283
TTC39C,Colon Tissue,0.0,-0.04605224707033661
SYT14,Colon Tissue,0.0,-0.04611013311374321
NCOA5,Colon Tissue,0.0,-0.04611519415397462
ASIC2,Colon Tissue,0.0,-0.04611779026806454
CRISPLD1,Colon Tissue,0.0,-0.0462029481479393
FAM50A,Colon Tissue,0.0,-0.04620890643563292
KMT2D,Colon Tissue,0.0,-0.04623098384598075
GLE1,Colon Tissue,0.0,-0.046237761945081494
ADGRG3,Colon Tissue,0.0,-0.04625054847633355
BIRC2,Colon Tissue,0.0,-0.04628409021598364
KIF15,Colon Tissue,0.0,-0.046284415042836875
CALY,Colon Tissue,0.0,-0.046288714188811454
GPRC5C,Colon Tissue,0.0,-0.046352705251685125
ISM1,Colon Tissue,0.0,-0.046402094648045365
SFTPD,Colon Tissue,0.0,-0.04646244620720493
DENND2A,Colon Tissue,0.0,-0.04646709992647199
GRK3,Colon Tissue,0.0,-0.04647223620833073
BRF1,Colon Tissue,0.0,-0.04648137951787292
RSPO2,Colon Tissue,0.0,-0.04648592708650101
STAB1,Colon Tissue,0.0,-0.046489678947617845
MYOM2,Colon Tissue,0.0,-0.046495653991639116
C1QTNF7,Colon Tissue,0.0,-0.04652142359246922
EFEMP2,Colon Tissue,0.0,-0.04653521914633885
SLC25A27,Colon Tissue,0.0,-0.04656556562205848
GPR156,Colon Tissue,0.0,-0.04662102500844514
GNAT1,Colon Tissue,0.0,-0.04662618165977263
IGSF10,Colon Tissue,0.0,-0.04663887271732873
NELFA,Colon Tissue,0.0,-0.04664530748174253
MAST1,Colon Tissue,0.0,-0.0466862063953222
HACL1,Colon Tissue,0.0,-0.04671012615355537
ARMC10,Colon Tissue,0.0,-0.04671552345867794
NADK2,Colon Tissue,0.0,-0.046734268294223925
LGR5,Colon Tissue,0.0,-0.046743418472219044
FAM214A,Colon Tissue,0.0,-0.04680164743356184
IVD,Colon Tissue,0.0,-0.04683488745464406
TVP23A,Colon Tissue,0.0,-0.04684978271917088
LRRN2,Colon Tissue,0.0,-0.04686220796282076
FRS2,Colon Tissue,0.0,-0.04690907853794586
RTL3,Colon Tissue,0.0,-0.04694090527504422
ZNF346,Colon Tissue,0.0,-0.047004926839063293
DOCK4,Colon Tissue,0.0,-0.04702647080829961
ZNF639,Colon Tissue,0.0,-0.04704246281597011
WNK4,Colon Tissue,0.0,-0.04705823009696125
PLK2,Colon Tissue,0.0,-0.04706533070115481
GPR20,Colon Tissue,0.0,-0.04709248802233324
ERC1,Colon Tissue,0.0,-0.04711215649740364
PCDHB16,Colon Tissue,0.0,-0.04714505038402826
LYVE1,Colon Tissue,0.0,-0.047164735856531796
PDF,Colon Tissue,0.0,-0.04720245645962625
C4A,Colon Tissue,0.0,-0.047208000663724034
RGS6,Colon Tissue,0.0,-0.04722758307362028
C2orf74,Colon Tissue,0.0,-0.047233841185655004
CNGA3,Colon Tissue,0.0,-0.04723707939393761
ASPDH,Colon Tissue,0.0,-0.04725581207939052
BCL7A,Colon Tissue,0.0,-0.04725664164455513
FUT1,Colon Tissue,0.0,-0.047277003632934744
UHRF1,Colon Tissue,0.0,-0.04730221276800646
AFMID,Colon Tissue,0.0,-0.04730748324344877
HGH1,Colon Tissue,0.0,-0.04733229440339645
CALML3,Colon Tissue,0.0,-0.04733263520187141
RAB2B,Colon Tissue,0.0,-0.04736166033281046
TMEM262,Colon Tissue,0.0,-0.04738750237588293
GRAMD1A,Colon Tissue,0.0,-0.04741446995018935
SOX12,Colon Tissue,0.0,-0.0474604904326896
NRXN3,Colon Tissue,0.0,-0.04746598608065784
RAD52,Colon Tissue,0.0,-0.04750408530050421
VAC14,Colon Tissue,0.0,-0.04751603572119606
CPED1,Colon Tissue,0.0,-0.04752254472206045
CHRDL1,Colon Tissue,0.0,-0.047523487755227335
APC2,Colon Tissue,0.0,-0.047524690014052004
MPV17L,Colon Tissue,0.0,-0.04755175011235797
AQP6,Colon Tissue,0.0,-0.04755367817208812
COCH,Colon Tissue,0.0,-0.047611424878346145
SOGA3,Colon Tissue,0.0,-0.04761242748062585
KLHL32,Colon Tissue,0.0,-0.047623226790612386
CD300LG,Colon Tissue,0.0,-0.04762477489289487
ALDH8A1,Colon Tissue,0.0,-0.04768831749807854
CCSER2,Colon Tissue,0.0,-0.04769349771906181
LRFN2,Colon Tissue,0.0,-0.04773459998704338
CLIP4,Colon Tissue,0.0,-0.04776131774122457
CASP12,Colon Tissue,0.0,-0.04778077310611625
LRIG1,Colon Tissue,0.0,-0.047782824783307594
BHLHB9,Colon Tissue,0.0,-0.047794805932849405
RIPPLY1,Colon Tissue,0.0,-0.047803873016445196
RNF40,Colon Tissue,0.0,-0.04781093348594202
RAB3IL1,Colon Tissue,0.0,-0.04781964697308107
RCL1,Colon Tissue,0.0,-0.04782871636237026
BRI3BP,Colon Tissue,0.0,-0.04787521107057795
SLC12A3,Colon Tissue,0.0,-0.0478778219601037
TMPRSS9,Colon Tissue,0.0,-0.04790097100586388
SNAPC3,Colon Tissue,0.0,-0.047909855463857336
GRB14,Colon Tissue,0.0,-0.047910338694417284
TSPYL2,Colon Tissue,0.0,-0.04791754263380213
POLR2L,Colon Tissue,0.0,-0.047924211108145515
SRPK2,Colon Tissue,0.0,-0.047944941564458145
NRIP2,Colon Tissue,0.0,-0.047954434155447735
DEFB124,Colon Tissue,0.0,-0.04802973784737911
PCSK2,Colon Tissue,0.0,-0.04803820658179501
ZNF777,Colon Tissue,0.0,-0.048064688270936774
CTC1,Colon Tissue,0.0,-0.048095156363153174
TNFRSF19,Colon Tissue,0.0,-0.048104816566839625
GTF2H4,Colon Tissue,0.0,-0.04810631218153543
DTNA,Colon Tissue,0.0,-0.048119381258267
REPIN1,Colon Tissue,0.0,-0.048133574926837536
KCNQ4,Colon Tissue,0.0,-0.04813801675828634
LGALS12,Colon Tissue,0.0,-0.04813915166648593
CNRIP1,Colon Tissue,0.0,-0.04817182497119927
MRM3,Colon Tissue,0.0,-0.048174474164342604
AKAIN1,Colon Tissue,0.0,-0.04820667525145639
METTL21C,Colon Tissue,0.0,-0.04820719461268668
IFNAR2,Colon Tissue,0.0,-0.04820730801400732
F13A1,Colon Tissue,0.0,-0.048217966125298446
NSUN5,Colon Tissue,0.0,-0.048222893451581386
GPR153,Colon Tissue,0.0,-0.04824842583074535
HOXB5,Colon Tissue,0.0,-0.04828898120687969
NR2E3,Colon Tissue,0.0,-0.048311747400460785
SH2D3C,Colon Tissue,0.0,-0.04831813514631774
VXN,Colon Tissue,0.0,-0.048329300915313206
FAIM2,Colon Tissue,0.0,-0.048347032756555865
TSR2,Colon Tissue,0.0,-0.048353584498823536
ADGRF5,Colon Tissue,0.0,-0.04836133858962564
DLGAP2,Colon Tissue,0.0,-0.04836356138163528
FGF1,Colon Tissue,0.0,-0.04841867895318226
CNN2,Colon Tissue,0.0,-0.048425154136476876
SLC9B1,Colon Tissue,0.0,-0.04843945447597682
DOC2B,Colon Tissue,0.0,-0.04844850511380301
PROS1,Colon Tissue,0.0,-0.048465740061669836
ZBTB16,Colon Tissue,0.0,-0.048473844066019824
RNFT2,Colon Tissue,0.0,-0.048510657846534175
TLL2,Colon Tissue,0.0,-0.048525995923378126
INA,Colon Tissue,0.0,-0.04854328026002419
CYFIP2,Colon Tissue,0.0,-0.04854713554635505
SERPINB11,Colon Tissue,0.0,-0.048550089566557285
LRCH2,Colon Tissue,0.0,-0.048551731538541795
PCDHB11,Colon Tissue,0.0,-0.04857193323900939
URI1,Colon Tissue,0.0,-0.04859889761389452
WNK2,Colon Tissue,0.0,-0.048613417193017684
CELF3,Colon Tissue,0.0,-0.04863490989788573
SSTR3,Colon Tissue,0.0,-0.04867088662373076
ARNTL2,Colon Tissue,0.0,-0.04868685742038497
GLIS2,Colon Tissue,0.0,-0.048697095757447004
KLHDC4,Colon Tissue,0.0,-0.04870037619419219
FGF5,Colon Tissue,0.0,-0.04871047324081542
DENND2C,Colon Tissue,0.0,-0.04872110387325553
CBX3,Colon Tissue,0.0,-0.04872775266118247
PLXNB3,Colon Tissue,0.0,-0.04874266900676498
TAGLN3,Colon Tissue,0.0,-0.048747008524405236
ADAMTS10,Colon Tissue,0.0,-0.04874861960379028
C5,Colon Tissue,0.0,-0.04876691499285807
NPS,Colon Tissue,0.0,-0.04878045681399095
C2orf69,Colon Tissue,0.0,-0.0487961265524983
ITGA5,Colon Tissue,0.0,-0.0488167110676987
SHISAL2B,Colon Tissue,0.0,-0.048859783091800266
KAT5,Colon Tissue,0.0,-0.04887078521139821
HOXD8,Colon Tissue,0.0,-0.0488722123227504
RRAS,Colon Tissue,0.0,-0.04888334358763917
IQGAP3,Colon Tissue,0.0,-0.04888481955632497
LARP6,Colon Tissue,0.0,-0.04888632757418853
GPR18,Colon Tissue,0.0,-0.04888739782205239
PLEKHB1,Colon Tissue,0.0,-0.04889955051680912
TMEM88,Colon Tissue,0.0,-0.04890311125133338
EPHA4,Colon Tissue,0.0,-0.04891020202372429
CLEC2L,Colon Tissue,0.0,-0.04892507664503404
BCL2,Colon Tissue,0.0,-0.048932261341753894
RAB36,Colon Tissue,0.0,-0.04896458786150157
WDR24,Colon Tissue,0.0,-0.04896667721922223
NR1H3,Colon Tissue,0.0,-0.04900128232794502
DRC1,Colon Tissue,0.0,-0.049020673520257727
TMEM114,Colon Tissue,0.0,-0.049048550024033195
LRRC8A,Colon Tissue,0.0,-0.049079711873972226
ZNF185,Colon Tissue,0.0,-0.04908208391711167
TRIM47,Colon Tissue,0.0,-0.04908300263099961
ATP10A,Colon Tissue,0.0,-0.04908946873013544
ATP8B2,Colon Tissue,0.0,-0.04913752668024331
NT5DC3,Colon Tissue,0.0,-0.049143214553338185
C3orf70,Colon Tissue,0.0,-0.04916464692627569
GJA4,Colon Tissue,0.0,-0.04921681191493885
KCNQ2,Colon Tissue,0.0,-0.04930741669099888
PSMG2,Colon Tissue,0.0,-0.0493253526543112
CELSR3,Colon Tissue,0.0,-0.04933155041633015
RP1L1,Colon Tissue,0.0,-0.049342262718355935
STAC,Colon Tissue,0.0,-0.04934968878234104
POLR3H,Colon Tissue,0.0,-0.049361569292806017
ESF1,Colon Tissue,0.0,-0.04936884782992014
RNF139,Colon Tissue,0.0,-0.049373886098688695
LRRC28,Colon Tissue,0.0,-0.049378940464130605
CSE1L,Colon Tissue,0.0,-0.04938211239766256
CCDC136,Colon Tissue,0.0,-0.04938585737095648
RALGAPA1,Colon Tissue,0.0,-0.04940494695819574
TOX4,Colon Tissue,0.0,-0.04943094638921263
TRIP6,Colon Tissue,0.0,-0.04944270206861131
NR2F2,Colon Tissue,0.0,-0.04946593476715593
TRPS1,Colon Tissue,0.0,-0.049479890155800975
ELANE,Colon Tissue,0.0,-0.049496170063783644
VRK1,Colon Tissue,0.0,-0.04952931399097691
APBA1,Colon Tissue,0.0,-0.04953121641837302
RO60,Colon Tissue,0.0,-0.049546240728592074
FANCM,Colon Tissue,0.0,-0.04954873406105589
GFRA4,Colon Tissue,0.0,-0.04957829584920677
CDC42EP3,Colon Tissue,0.0,-0.049580262890848645
CIAPIN1,Colon Tissue,0.0,-0.049603933113829525
P3H4,Colon Tissue,0.0,-0.04962442145065389
RNF217,Colon Tissue,0.0,-0.049706004852410016
ZNF532,Colon Tissue,0.0,-0.04974114130252471
SOCS3,Colon Tissue,0.0,-0.04975227611186987
UNC79,Colon Tissue,0.0,-0.04978065248346611
CHEK1,Colon Tissue,0.0,-0.049818384923512316
PITPNM2,Colon Tissue,0.0,-0.049832770763086905
GPR179,Colon Tissue,0.0,-0.049846851527121795
TRIM11,Colon Tissue,0.0,-0.04991147160082373
BRINP3,Colon Tissue,0.0,-0.049939447002618376
SGSM1,Colon Tissue,0.0,-0.04995337515504401
TFPI,Colon Tissue,0.0,-0.04996859336185446
TTC7B,Colon Tissue,0.0,-0.05001360160423695
MAST3,Colon Tissue,0.0,-0.05008236099599696
MAGED1,Colon Tissue,0.0,-0.05009181118059294
PPP1R3C,Colon Tissue,0.0,-0.05009601795197864
C1orf216,Colon Tissue,0.0,-0.05011412189518982
SALL2,Colon Tissue,0.0,-0.050128558498684674
LYNX1,Colon Tissue,0.0,-0.050214313895710225
COL11A2,Colon Tissue,0.0,-0.050225613512588356
LLGL1,Colon Tissue,0.0,-0.050233940562905935
IFITM10,Colon Tissue,0.0,-0.050263547997051676
TUB,Colon Tissue,0.0,-0.050268998388380046
TAFA4,Colon Tissue,0.0,-0.05027163076408983
ITSN1,Colon Tissue,0.0,-0.050278617159570264
IGFBP3,Colon Tissue,0.0,-0.05028879168835009
PLPP4,Colon Tissue,0.0,-0.05034821464280449
PDE6H,Colon Tissue,0.0,-0.05037068600920993
MAP2K7,Colon Tissue,0.0,-0.050374686298616814
CPLANE1,Colon Tissue,0.0,-0.050475544099783165
