umap_1,umap_2,cell_type,PICALM,CD2AP,ADAM10,CR1,APP,SORL1,PSEN1
-2.5135221,11.913092,tuft cell of colon,1.0,0.0,0.0,1.0,1.0,0.0,0.0
-1.9087658,4.627158,enterocyte of epithelium of large intestine,0.0,1.0,4.0,0.0,11.0,2.0,2.0
9.256246,7.9188747,enterocyte of epithelium of small intestine,2.0,0.0,0.0,0.0,2.0,0.0,1.0
6.49398,3.6484594,transit amplifying cell of small intestine,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10.516175,1.417222,intestinal crypt stem cell of small intestine,1.0,1.0,0.0,0.0,7.0,0.0,0.0
10.303549,11.81355,enterocyte of epithelium of small intestine,0.0,2.0,1.0,0.0,3.0,2.0,0.0
11.177409,5.517233,enterocyte of epithelium of small intestine,2.0,1.0,0.0,0.0,0.0,0.0,1.0
9.356893,9.563456,enterocyte of epithelium of small intestine,3.0,1.0,3.0,0.0,4.0,1.0,0.0
0.2948707,2.8106008,enterocyte of epithelium of large intestine,0.0,0.0,0.0,0.0,4.0,0.0,1.0
-1.6742693,11.682647,tuft cell of colon,0.0,0.0,0.0,0.0,6.0,0.0,0.0
11.380751,0.6248735,intestinal crypt stem cell of small intestine,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-3.0566292,2.9567966,enterocyte of epithelium of large intestine,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.830027,7.670316,enterocyte of epithelium of small intestine,1.0,1.0,2.0,0.0,1.0,1.0,3.0
-3.0110836,4.5277834,enterocyte of epithelium of large intestine,0.0,0.0,1.0,0.0,6.0,1.0,0.0
10.825321,3.0303555,enterocyte of epithelium of small intestine,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9.159573,5.3634624,enterocyte of epithelium of small intestine,1.0,2.0,0.0,0.0,0.0,1.0,0.0
9.350095,12.742766,enterocyte of epithelium of small intestine,2.0,2.0,1.0,0.0,3.0,0.0,1.0
-2.1524737,4.1809273,enterocyte of epithelium of large intestine,0.0,2.0,0.0,0.0,14.0,1.0,1.0
8.369371,11.394918,enterocyte of epithelium of small intestine,1.0,2.0,1.0,0.0,0.0,4.0,1.0
7.73561,-5.3781133,small intestine goblet cell,1.0,2.0,0.0,0.0,3.0,0.0,0.0
14.474734,9.13939,enterocyte of epithelium of small intestine,0.0,3.0,1.0,0.0,1.0,0.0,2.0
11.096673,1.6122211,intestinal crypt stem cell of small intestine,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13.816574,7.448544,enterocyte of epithelium of small intestine,0.0,1.0,0.0,0.0,3.0,2.0,0.0
0.27654675,2.7220674,enterocyte of epithelium of large intestine,0.0,0.0,1.0,0.0,2.0,1.0,0.0
13.041116,5.958639,enterocyte of epithelium of small intestine,1.0,0.0,1.0,0.0,1.0,1.0,0.0
14.351855,6.9647985,enterocyte of epithelium of small intestine,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.34512597,2.8990686,enterocyte of epithelium of large intestine,1.0,1.0,1.0,0.0,2.0,1.0,0.0
10.177004,0.74690926,intestinal crypt stem cell of small intestine,0.0,1.0,0.0,0.0,4.0,2.0,0.0
2.1091437,-4.326764,colon goblet cell,1.0,3.0,0.0,0.0,3.0,2.0,0.0
1.2972953,3.312167,transit amplifying cell of colon,0.0,4.0,1.0,0.0,8.0,0.0,1.0
14.12718,6.8752155,enterocyte of epithelium of small intestine,0.0,1.0,0.0,0.0,1.0,2.0,0.0
-0.24634784,3.5086234,enterocyte of epithelium of large intestine,1.0,0.0,0.0,0.0,3.0,0.0,1.0
-0.98666966,2.3993468,enterocyte of epithelium of large intestine,0.0,0.0,0.0,0.0,2.0,0.0,0.0
9.074343,10.578046,enterocyte of epithelium of small intestine,0.0,1.0,0.0,0.0,1.0,1.0,0.0
8.468434,3.7919192,transit amplifying cell of small intestine,1.0,0.0,0.0,0.0,1.0,2.0,0.0
-2.0688813,12.153102,tuft cell of colon,1.0,2.0,0.0,0.0,2.0,0.0,0.0
10.405153,2.5133336,enterocyte of epithelium of small intestine,2.0,0.0,2.0,0.0,2.0,5.0,0.0
11.76757,3.5271618,enterocyte of epithelium of small intestine,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3.2288718,-5.5281425,colon goblet cell,0.0,6.0,1.0,0.0,9.0,3.0,3.0
8.488144,-3.169979,paneth cell of epithelium of small intestine,0.0,0.0,0.0,0.0,4.0,0.0,1.0
11.078281,0.5103038,intestinal crypt stem cell of small intestine,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3.6995137,-4.4695764,colon goblet cell,0.0,1.0,0.0,0.0,4.0,0.0,1.0
8.764875,12.062852,enterocyte of epithelium of small intestine,2.0,5.0,2.0,0.0,7.0,7.0,1.0
-3.0815012,4.033122,enterocyte of epithelium of large intestine,1.0,3.0,1.0,0.0,2.0,3.0,0.0
8.734539,9.541392,enterocyte of epithelium of small intestine,0.0,1.0,0.0,0.0,0.0,2.0,2.0
0.05401867,2.2585511,enterocyte of epithelium of large intestine,0.0,1.0,3.0,0.0,9.0,0.0,0.0
11.319579,3.544355,enterocyte of epithelium of small intestine,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-2.1676881,11.76739,tuft cell of colon,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.8212531,12.45698,tuft cell of colon,0.0,1.0,1.0,0.0,2.0,1.0,0.0
9.576615,9.063693,enterocyte of epithelium of small intestine,1.0,2.0,0.0,0.0,1.0,0.0,0.0
2.1445456,-4.280636,colon goblet cell,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.4671178,-3.7062452,colon goblet cell,1.0,1.0,1.0,0.0,3.0,2.0,1.0
12.045057,4.26575,enterocyte of epithelium of small intestine,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.10788728,3.7097218,transit amplifying cell of colon,0.0,1.0,0.0,0.0,3.0,0.0,0.0
10.21353,9.781477,enterocyte of epithelium of small intestine,0.0,1.0,1.0,0.0,1.0,3.0,1.0
2.9901764,-3.82687,colon goblet cell,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8.159336,3.7778509,transit amplifying cell of small intestine,2.0,3.0,0.0,0.0,3.0,1.0,1.0
-2.4164605,-1.1505431,BEST4+ enterocyte,2.0,4.0,3.0,0.0,13.0,7.0,1.0
9.984827,4.7450514,enterocyte of epithelium of small intestine,3.0,4.0,0.0,0.0,8.0,2.0,2.0
8.7241125,4.0082846,transit amplifying cell of small intestine,2.0,0.0,0.0,0.0,3.0,0.0,0.0
10.522629,7.131404,enterocyte of epithelium of small intestine,3.0,1.0,0.0,0.0,2.0,1.0,0.0
11.003064,4.8581815,enterocyte of epithelium of small intestine,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11.225039,7.3215656,enterocyte of epithelium of small intestine,2.0,1.0,0.0,0.0,1.0,1.0,1.0
1.1290717,1.6755005,intestinal crypt stem cell of colon,1.0,2.0,1.0,0.0,3.0,1.0,2.0
-0.07307986,1.8773494,intestinal crypt stem cell of colon,3.0,0.0,2.0,0.0,4.0,0.0,0.0
1.3691978,0.6877444,intestinal crypt stem cell of colon,1.0,0.0,0.0,0.0,2.0,1.0,1.0
8.917182,9.581719,enterocyte of epithelium of small intestine,2.0,2.0,4.0,0.0,1.0,4.0,3.0
1.2575933,1.616867,intestinal crypt stem cell of colon,0.0,0.0,0.0,0.0,5.0,1.0,1.0
7.338329,-3.189703,small intestine goblet cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.1953949,0.5709144,BEST4+ enterocyte,0.0,5.0,0.0,0.0,4.0,1.0,0.0
12.35593,6.150001,enterocyte of epithelium of small intestine,3.0,1.0,0.0,0.0,1.0,5.0,0.0
0.35234872,4.1709294,transit amplifying cell of colon,2.0,1.0,1.0,0.0,5.0,0.0,0.0
0.8121581,0.88597363,intestinal crypt stem cell of colon,1.0,1.0,0.0,0.0,5.0,1.0,0.0
9.953737,5.9337916,enterocyte of epithelium of small intestine,1.0,2.0,2.0,0.0,6.0,2.0,1.0
-5.7702713,3.5615375,enterocyte of epithelium of large intestine,0.0,1.0,0.0,0.0,1.0,0.0,2.0
9.186724,5.0587378,enterocyte of epithelium of small intestine,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10.01016,10.44614,enterocyte of epithelium of small intestine,0.0,3.0,3.0,0.0,3.0,0.0,1.0
2.937043,-3.6282406,colon goblet cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.366719,8.950624,enterocyte of epithelium of small intestine,0.0,0.0,0.0,0.0,3.0,1.0,0.0
10.405387,6.3288345,enterocyte of epithelium of small intestine,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10.23519,1.7810287,intestinal crypt stem cell of small intestine,0.0,2.0,1.0,0.0,7.0,0.0,0.0
10.567274,11.496332,enterocyte of epithelium of small intestine,2.0,2.0,0.0,0.0,2.0,0.0,1.0
10.91873,7.406784,enterocyte of epithelium of small intestine,1.0,1.0,0.0,0.0,8.0,2.0,1.0
-1.5815264,1.7980767,enterocyte of epithelium of large intestine,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.8518596,1.2154227,intestinal crypt stem cell of colon,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.3372232,3.311645,enterocyte of epithelium of large intestine,0.0,1.0,0.0,0.0,3.0,0.0,0.0
-0.3611932,3.009251,enterocyte of epithelium of large intestine,1.0,1.0,0.0,0.0,4.0,0.0,0.0
14.595926,8.036939,enterocyte of epithelium of small intestine,3.0,6.0,1.0,0.0,0.0,4.0,0.0
7.926294,-4.346399,small intestine goblet cell,1.0,1.0,3.0,0.0,2.0,0.0,0.0
9.410884,7.6192617,enterocyte of epithelium of small intestine,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.299653,7.616197,enterocyte of epithelium of small intestine,1.0,0.0,2.0,0.0,1.0,1.0,1.0
13.381962,6.808993,enterocyte of epithelium of small intestine,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.1139114,3.7479405,enterocyte of epithelium of large intestine,0.0,0.0,2.0,0.0,3.0,0.0,0.0
9.217078,2.770041,transit amplifying cell of small intestine,1.0,3.0,1.0,0.0,12.0,2.0,1.0
-0.7374061,0.11608452,BEST4+ enterocyte,0.0,2.0,0.0,0.0,1.0,0.0,1.0
1.4699967,1.0051606,intestinal crypt stem cell of colon,0.0,0.0,1.0,0.0,2.0,2.0,0.0
6.956294,4.0091014,transit amplifying cell of small intestine,1.0,0.0,2.0,0.0,2.0,0.0,1.0
10.620683,9.192195,enterocyte of epithelium of small intestine,0.0,2.0,0.0,0.0,2.0,2.0,1.0
-2.2850616,3.3708348,enterocyte of epithelium of large intestine,0.0,0.0,1.0,0.0,3.0,3.0,0.0
2.1766295,-3.7179856,colon goblet cell,0.0,1.0,0.0,0.0,4.0,0.0,1.0
9.318067,10.257364,enterocyte of epithelium of small intestine,0.0,0.0,1.0,0.0,3.0,2.0,0.0
1.6325408,3.3720634,transit amplifying cell of colon,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.099018,3.3674765,enterocyte of epithelium of large intestine,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9.254589,9.523969,enterocyte of epithelium of small intestine,2.0,1.0,3.0,0.0,2.0,5.0,1.0
3.3577902,-3.4616473,colon goblet cell,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-2.296773,3.5834234,enterocyte of epithelium of large intestine,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9.215236,4.2389264,enterocyte of epithelium of small intestine,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9.746047,1.7220255,intestinal crypt stem cell of small intestine,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.034912,1.6202999,intestinal crypt stem cell of small intestine,0.0,1.0,1.0,0.0,0.0,1.0,0.0
9.928803,0.8208467,intestinal crypt stem cell of small intestine,0.0,1.0,1.0,0.0,5.0,0.0,0.0
3.2190158,-4.523412,colon goblet cell,1.0,1.0,1.0,0.0,1.0,0.0,0.0
4.4626803,8.835791,epithelial cell of small intestine,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.31072026,4.3372793,transit amplifying cell of colon,1.0,1.0,2.0,0.0,6.0,0.0,0.0
13.061496,6.311676,enterocyte of epithelium of small intestine,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.18608,3.6847923,transit amplifying cell of small intestine,0.0,0.0,1.0,0.0,4.0,1.0,0.0
3.8139582,9.480784,epithelial cell of small intestine,3.0,2.0,1.0,0.0,2.0,1.0,0.0
-2.0784297,4.301379,enterocyte of epithelium of large intestine,1.0,2.0,0.0,0.0,4.0,1.0,0.0
4.1156816,9.139902,epithelial cell of small intestine,0.0,0.0,0.0,0.0,1.0,3.0,0.0
2.294707,-4.4280367,colon goblet cell,0.0,1.0,0.0,0.0,3.0,2.0,0.0
10.269999,11.287267,enterocyte of epithelium of small intestine,0.0,3.0,1.0,0.0,2.0,2.0,0.0
-0.96459746,1.6602998,enterocyte of epithelium of large intestine,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.7299894,1.8012317,intestinal crypt stem cell of colon,0.0,2.0,0.0,0.0,14.0,1.0,1.0
10.232329,0.6415127,intestinal crypt stem cell of small intestine,2.0,0.0,0.0,0.0,7.0,2.0,1.0
-0.69261616,4.1305614,transit amplifying cell of colon,0.0,1.0,1.0,0.0,5.0,0.0,0.0
-2.0508442,4.448677,enterocyte of epithelium of large intestine,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.3006426,1.1763704,intestinal crypt stem cell of colon,1.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.7362582,2.610658,enterocyte of epithelium of large intestine,1.0,0.0,2.0,0.0,6.0,1.0,0.0
11.511901,0.48045158,intestinal crypt stem cell of small intestine,1.0,0.0,1.0,0.0,3.0,0.0,1.0
10.552276,8.498144,enterocyte of epithelium of small intestine,0.0,4.0,0.0,0.0,3.0,1.0,1.0
4.9936557,7.8875914,epithelial cell of small intestine,0.0,4.0,2.0,0.0,4.0,1.0,0.0
2.5299325,-2.909239,colon goblet cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7930582,-4.0920906,colon goblet cell,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9.887899,11.500333,enterocyte of epithelium of small intestine,2.0,0.0,1.0,0.0,1.0,1.0,0.0
3.6472054,-1.5884155,progenitor cell,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.3723488,1.8504597,intestinal crypt stem cell of colon,0.0,1.0,2.0,0.0,11.0,1.0,1.0
2.3807566,3.4002583,transit amplifying cell of colon,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9180228,1.9590554,intestinal crypt stem cell of colon,1.0,1.0,1.0,0.0,1.0,1.0,0.0
11.862345,0.92176944,intestinal crypt stem cell of small intestine,0.0,0.0,0.0,0.0,2.0,0.0,0.0
9.116294,12.428815,enterocyte of epithelium of small intestine,2.0,2.0,1.0,0.0,0.0,0.0,0.0
4.0463223,9.144995,epithelial cell of small intestine,0.0,1.0,3.0,0.0,2.0,2.0,0.0
2.6492171,-4.186215,colon goblet cell,0.0,2.0,0.0,0.0,2.0,1.0,0.0
1.6723496,2.3528957,transit amplifying cell of colon,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.430139,5.6460495,enterocyte of epithelium of small intestine,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8.185613,-4.3019605,small intestine goblet cell,1.0,0.0,0.0,0.0,2.0,0.0,0.0
8.960539,12.457444,enterocyte of epithelium of small intestine,0.0,3.0,2.0,0.0,2.0,1.0,0.0
-3.6694899,4.311654,enterocyte of epithelium of large intestine,0.0,3.0,0.0,0.0,1.0,2.0,2.0
9.219532,10.571269,enterocyte of epithelium of small intestine,1.0,0.0,0.0,0.0,2.0,1.0,1.0
3.5701604,-4.131903,colon goblet cell,1.0,0.0,0.0,0.0,3.0,0.0,1.0
1.4702971,2.9974961,transit amplifying cell of colon,0.0,1.0,2.0,0.0,2.0,0.0,0.0
4.7930994,8.076082,epithelial cell of small intestine,1.0,1.0,0.0,0.0,1.0,1.0,0.0
-2.1523983,12.206476,tuft cell of colon,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14.551286,7.957574,enterocyte of epithelium of small intestine,0.0,1.0,2.0,0.0,1.0,1.0,2.0
1.21104,0.88085276,intestinal crypt stem cell of colon,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10.856693,0.69680667,intestinal crypt stem cell of small intestine,1.0,1.0,0.0,0.0,0.0,2.0,1.0
8.222193,-4.7873487,small intestine goblet cell,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-1.8605075,3.4391608,enterocyte of epithelium of large intestine,1.0,0.0,0.0,0.0,3.0,1.0,1.0
8.934776,2.2983518,transit amplifying cell of small intestine,0.0,2.0,0.0,0.0,3.0,1.0,0.0
10.738519,3.8346303,enterocyte of epithelium of small intestine,0.0,0.0,0.0,0.0,5.0,1.0,2.0
-4.8612313,3.6019144,enterocyte of epithelium of large intestine,1.0,0.0,0.0,0.0,0.0,0.0,1.0
11.625237,5.6154013,enterocyte of epithelium of small intestine,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8.798782,12.960191,enterocyte of epithelium of small intestine,2.0,5.0,2.0,0.0,4.0,1.0,2.0
4.453551,8.884087,epithelial cell of small intestine,0.0,2.0,1.0,0.0,2.0,1.0,0.0
-2.6365476,4.568957,enterocyte of epithelium of large intestine,1.0,3.0,1.0,0.0,5.0,4.0,2.0
1.1426824,1.0566174,intestinal crypt stem cell of colon,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.77456874,-0.11360236,BEST4+ enterocyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.4464245,4.50516,enterocyte of epithelium of large intestine,0.0,2.0,1.0,0.0,5.0,1.0,1.0
10.457327,4.04256,enterocyte of epithelium of small intestine,2.0,4.0,0.0,0.0,7.0,6.0,1.0
11.1600275,4.7449913,enterocyte of epithelium of small intestine,2.0,4.0,2.0,0.0,4.0,1.0,2.0
9.775703,8.467568,enterocyte of epithelium of small intestine,1.0,2.0,1.0,0.0,1.0,2.0,2.0
3.2943733,-3.195595,colon goblet cell,1.0,1.0,0.0,0.0,7.0,1.0,1.0
0.4414146,2.8924408,enterocyte of epithelium of large intestine,0.0,1.0,0.0,0.0,3.0,0.0,0.0
-1.0727016,12.4979,tuft cell of colon,0.0,2.0,0.0,0.0,1.0,1.0,0.0
9.102697,11.75162,enterocyte of epithelium of small intestine,0.0,1.0,2.0,0.0,3.0,1.0,0.0
4.9976664,7.756701,epithelial cell of small intestine,2.0,2.0,2.0,0.0,2.0,2.0,1.0
-1.0999873,3.5539083,enterocyte of epithelium of large intestine,1.0,4.0,3.0,0.0,8.0,0.0,2.0
8.191557,2.0712621,transit amplifying cell of small intestine,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2.6395323,3.3313055,transit amplifying cell of colon,1.0,2.0,0.0,0.0,2.0,0.0,1.0
10.030585,7.9746804,enterocyte of epithelium of small intestine,1.0,4.0,0.0,0.0,0.0,3.0,0.0
1.6214473,3.3829286,transit amplifying cell of colon,2.0,1.0,0.0,0.0,9.0,0.0,0.0
3.6746545,-4.8656774,colon goblet cell,0.0,0.0,0.0,0.0,4.0,0.0,0.0
9.310236,2.4239492,intestinal crypt stem cell of small intestine,1.0,0.0,1.0,0.0,0.0,2.0,1.0
1.4277285,1.679022,intestinal crypt stem cell of colon,0.0,0.0,0.0,0.0,14.0,0.0,0.0
-0.34370098,0.8529701,colon goblet cell,0.0,0.0,0.0,0.0,7.0,0.0,0.0
9.819748,2.565991,intestinal crypt stem cell of small intestine,3.0,2.0,1.0,0.0,6.0,2.0,1.0
11.439825,5.0730586,enterocyte of epithelium of small intestine,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11.192719,5.6949487,enterocyte of epithelium of small intestine,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.5568287,-4.177868,colon goblet cell,2.0,2.0,0.0,0.0,2.0,1.0,1.0
1.14681,3.016317,transit amplifying cell of colon,0.0,1.0,1.0,0.0,2.0,0.0,0.0
-1.6642823,3.220636,enterocyte of epithelium of large intestine,0.0,2.0,0.0,0.0,2.0,1.0,1.0
8.446543,2.728166,transit amplifying cell of small intestine,2.0,0.0,0.0,0.0,6.0,0.0,1.0
-0.120842375,12.440584,tuft cell of colon,0.0,0.0,1.0,0.0,8.0,1.0,0.0
8.06794,-3.760587,small intestine goblet cell,0.0,0.0,0.0,0.0,3.0,0.0,0.0
5.102583,8.129358,epithelial cell of small intestine,0.0,0.0,1.0,0.0,1.0,1.0,0.0
12.281398,5.7632504,enterocyte of epithelium of small intestine,2.0,2.0,2.0,0.0,2.0,1.0,1.0
9.534555,11.625242,enterocyte of epithelium of small intestine,2.0,4.0,3.0,0.0,0.0,0.0,1.0
-1.9396268,-0.70136386,BEST4+ enterocyte,0.0,3.0,1.0,0.0,6.0,1.0,2.0
8.634835,9.851973,enterocyte of epithelium of small intestine,1.0,1.0,0.0,0.0,0.0,0.0,1.0
10.094094,5.481422,enterocyte of epithelium of small intestine,1.0,5.0,0.0,0.0,3.0,0.0,2.0
10.820533,1.1268493,intestinal crypt stem cell of small intestine,0.0,2.0,0.0,0.0,5.0,0.0,0.0
0.053681396,3.3068538,enterocyte of epithelium of large intestine,1.0,1.0,0.0,0.0,8.0,1.0,0.0
11.480573,5.4118705,enterocyte of epithelium of small intestine,0.0,1.0,0.0,0.0,2.0,1.0,1.0
9.917604,9.057925,enterocyte of epithelium of small intestine,1.0,4.0,2.0,0.0,3.0,0.0,0.0
1.1944313,1.1128763,intestinal crypt stem cell of colon,1.0,0.0,0.0,0.0,4.0,1.0,0.0
9.243472,10.190138,enterocyte of epithelium of small intestine,1.0,4.0,1.0,0.0,0.0,2.0,0.0
-5.5646563,3.9385405,enterocyte of epithelium of large intestine,1.0,3.0,0.0,0.0,2.0,1.0,2.0
10.853234,5.009437,enterocyte of epithelium of small intestine,1.0,2.0,0.0,0.0,0.0,1.0,0.0
2.6558013,-4.595561,colon goblet cell,0.0,3.0,0.0,0.0,4.0,0.0,0.0
6.0443916,-1.6287695,progenitor cell,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2.963506,-4.0572815,colon goblet cell,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.1887546,3.607151,transit amplifying cell of colon,3.0,2.0,1.0,0.0,14.0,1.0,0.0
14.168698,10.156894,enterocyte of epithelium of small intestine,1.0,2.0,1.0,0.0,0.0,1.0,1.0
-1.1868057,3.7716079,enterocyte of epithelium of large intestine,0.0,1.0,0.0,0.0,6.0,0.0,1.0
8.477438,3.5939987,transit amplifying cell of small intestine,1.0,0.0,2.0,0.0,5.0,0.0,0.0
11.668485,5.2894716,enterocyte of epithelium of small intestine,0.0,0.0,0.0,0.0,1.0,1.0,0.0
13.630738,6.670712,enterocyte of epithelium of small intestine,1.0,1.0,1.0,0.0,0.0,3.0,1.0
10.98628,3.5693502,enterocyte of epithelium of small intestine,0.0,1.0,0.0,0.0,3.0,1.0,0.0
6.1373634,3.4488592,transit amplifying cell of small intestine,3.0,0.0,1.0,0.0,2.0,0.0,2.0
-1.8176305,12.561874,tuft cell of colon,0.0,0.0,0.0,0.0,2.0,0.0,0.0
-1.5486333,2.396522,enterocyte of epithelium of large intestine,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9.310728,12.555826,enterocyte of epithelium of small intestine,1.0,3.0,1.0,0.0,1.0,3.0,5.0
12.3933115,5.9415746,enterocyte of epithelium of small intestine,1.0,1.0,0.0,0.0,2.0,1.0,0.0
9.65573,9.164559,enterocyte of epithelium of small intestine,2.0,3.0,2.0,0.0,2.0,3.0,3.0
-2.582354,4.5966706,enterocyte of epithelium of large intestine,1.0,3.0,0.0,0.0,2.0,0.0,0.0
3.191235,-3.6021657,colon goblet cell,0.0,0.0,0.0,0.0,2.0,0.0,1.0
0.72370213,2.5581555,intestinal crypt stem cell of colon,1.0,1.0,0.0,0.0,4.0,1.0,0.0
10.482205,3.1861725,enterocyte of epithelium of small intestine,0.0,2.0,1.0,0.0,1.0,0.0,0.0
-1.3622111,12.737661,tuft cell of colon,0.0,0.0,0.0,0.0,3.0,0.0,0.0
-1.36442,12.881082,tuft cell of colon,0.0,0.0,3.0,0.0,12.0,2.0,0.0
10.6281,3.8781106,enterocyte of epithelium of small intestine,1.0,0.0,0.0,0.0,3.0,2.0,1.0
2.8012629,3.0415258,transit amplifying cell of colon,1.0,0.0,1.0,0.0,2.0,0.0,0.0
8.7155285,3.2749908,transit amplifying cell of small intestine,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0327486,3.6354325,enterocyte of epithelium of large intestine,0.0,2.0,1.0,0.0,2.0,0.0,1.0
4.271042,8.957945,epithelial cell of small intestine,1.0,3.0,2.0,0.0,0.0,2.0,1.0
-1.7356694,12.798334,tuft cell of colon,1.0,1.0,0.0,0.0,4.0,0.0,0.0
8.933785,7.3474145,enterocyte of epithelium of small intestine,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6923592,-3.5787823,colon goblet cell,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0696535,0.8365637,intestinal crypt stem cell of small intestine,0.0,1.0,0.0,0.0,1.0,0.0,0.0
14.047437,7.7836924,enterocyte of epithelium of small intestine,1.0,0.0,2.0,0.0,1.0,1.0,0.0
-2.138554,2.9961848,enterocyte of epithelium of large intestine,1.0,1.0,0.0,0.0,1.0,0.0,1.0
-2.438373,12.502277,tuft cell of colon,0.0,2.0,0.0,0.0,6.0,0.0,0.0
12.2362175,5.5124574,enterocyte of epithelium of small intestine,0.0,4.0,0.0,0.0,6.0,1.0,2.0
-1.7839113,2.0446045,enterocyte of epithelium of large intestine,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.2845533,3.5044985,enterocyte of epithelium of large intestine,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-3.8862228,4.5545673,enterocyte of epithelium of large intestine,0.0,1.0,0.0,0.0,5.0,4.0,0.0
2.9830651,2.8071566,transit amplifying cell of colon,0.0,1.0,1.0,0.0,2.0,0.0,0.0
10.820811,1.925019,intestinal crypt stem cell of small intestine,0.0,0.0,1.0,0.0,2.0,0.0,0.0
-0.8611603,12.693883,tuft cell of colon,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10.02048,8.173953,enterocyte of epithelium of small intestine,3.0,3.0,1.0,0.0,4.0,2.0,2.0
-1.9617369,-0.55604565,BEST4+ enterocyte,1.0,4.0,1.0,0.0,3.0,4.0,0.0
2.6156056,-3.5442758,colon goblet cell,1.0,3.0,1.0,0.0,3.0,0.0,0.0
1.6479259,13.972072,intestinal tuft cell,0.0,2.0,0.0,0.0,8.0,0.0,0.0
14.242408,7.8909307,enterocyte of epithelium of small intestine,1.0,4.0,0.0,0.0,0.0,4.0,1.0
10.583587,3.065019,enterocyte of epithelium of small intestine,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11.317157,11.649569,enterocyte of epithelium of small intestine,0.0,1.0,0.0,0.0,2.0,0.0,1.0
6.444881,3.6265497,transit amplifying cell of small intestine,0.0,1.0,0.0,0.0,3.0,0.0,0.0
10.762441,5.987804,enterocyte of epithelium of small intestine,0.0,0.0,1.0,0.0,1.0,3.0,0.0
3.319263,-5.870744,colon goblet cell,0.0,1.0,1.0,0.0,0.0,0.0,1.0
10.009382,1.0884004,intestinal crypt stem cell of small intestine,0.0,0.0,0.0,0.0,2.0,2.0,0.0
11.329862,5.3868785,enterocyte of epithelium of small intestine,0.0,2.0,2.0,0.0,0.0,1.0,1.0
9.385676,9.218629,enterocyte of epithelium of small intestine,1.0,1.0,0.0,0.0,5.0,5.0,1.0
6.7112246,-5.832968,small intestine goblet cell,0.0,2.0,2.0,0.0,4.0,4.0,0.0
